pair_id,gloss,pkd,branch_attestation_count,attested_branches,lexibank_concept_id,lexibank_concept_name,lexibank_concepticon_gloss,lexibank_tai_kadai_language_count,lexibank_austronesian_language_count,lexibank_sample_forms,low_branch_attestation,low_lexibank_attestation,coverage_gap,unjustified_pkd,unjustified_pan,included_in_permutation_test,attestation_score,attestation_score_reasoning,pan_attestation_score,pan_attestation_score_reasoning,cherry_pick_risk
030_duck,duck,*CV-bit,4,"PT,PH,POB,PK",duck,DUCK,DUCK,59,8,Sandong:ʔep⁷ | Zhonghe:ʔep⁷ | Tangzhou:ʔeːp⁷ | Tingpai:ʔep⁷ | Antang:ʔep⁷,0,0,0,0,0,1,3,"While 'pit/pet/pɪt' forms do occur, the majority of Northern Zhuang, Kam, and Hlai forms have ʔep (initial glottal, non-labial vowel), not aligning with *pit or the Tai *pitᴰ. Zhuang dialects show closer fit, but the spread of 'ep/ʔep' in Kam–Tai and Hlai argues for a different proto-shape or early loan. The reconstruction is moderately supported, favored by some branches, but undermined by the majority 'ep' reflex.",2,"Support for PAN *ŋaRaq is weak in this sample. Only Malagasy ganagàna in western MP hints at the proto-form. Oceanic forms are highly diverse and mostly do not reflect the expected shape, often being onomatopoeic or innovative. Lack of Formosan and SHWNG data further diminishes confidence.",1
031_eat,eat,*(i-)kan,6,"PT,PH,POB,PK,PKS,LAK",eat,EAT,EAT,73,963,Sandong:tsje¹ | Zhonghe:tsje¹ | Tangzhou:tsje¹ | Tingpai:tsia¹ | Antang:tsie¹,0,0,0,0,0,1,4,"The majority of Tai and Buyang reflexes cluster around the PKD 'kan' type shape with initial k/c and final -n, matching *(i-)kan well. However, Hlai shows a divergent form (la~lau), and a large set of Northern Tai languages show palatal/affricate initials (ts-), suggesting a split or secondary innovation. The presence of 'kan/kin' across Southwestern, Central, and also Buyang strongly supports the PKD form, but the divergent forms in Hlai, Kam, and a block of Northern Tai pull down the score slightly.",5,"The reflexes of *ka(ʔ)ən are widespread and systematic across all major Austronesian clades, including Formosan, Western MP, SHWNG, and Oceanic. Variation is expected due to regular sound changes and affixing, but the core shape (kVn or kVʔVn) is easily traceable in almost all areas, providing strong support for the reconstruction. Occasional irregularities are minor in light of the broad support.",0
032_eight,eight,*C[lab]ɭuː,4,"PT,PH,PK,LAK",eight,EIGHT,EIGHT,60,497,Sandong:paːt⁷ | Zhonghe:paːt⁷ | Tangzhou:paːt⁷ | Tingpai:paːt⁷ | Antang:paːt⁷,0,0,0,0,0,1,2,"The attested forms for 'eight' in Tai-Kadai overwhelmingly point to a shape like 'pat/pɛt', supporting the PT *peːtᴰ but not PKD *C[lab]ɭuː at all. There is no trace of a lateral, -l-, or -lu type rime in any major branch. Forms outside Tai-Kadai (Hlai, Buyang) are unrelated, suggesting either major reshaping or borrowing elsewhere. Overall, there is little support for the proposed PKD shape given daughter language evidence.",5,"The reconstruction *walu is supported by highly consistent reflexes across Western Malayo-Polynesian, SHWNG, and Oceanic clades, and crucially is also attested in several disparate Formosan languages (faluʔ, aLu, varu, kualu, etc.), indicating deep ancestral presence. Several Formosan languages show irregular or replaced forms, but enough basic variants remain to indicate inheritance from PAN. The minor irregular forms in Oceanic are typical of numerals but do not threaten the reconstruction’s validity. The support is both wide and ancient, maximizing the score.",1
033_excrement,excrement,*CV-q[i/aːj],6,"PT,PH,POB,PK,PKS,LAK",faecesexcrement,FAECES (EXCREMENT),FAECES (EXCREMENT),34,53,Sandong:qe⁴ | Zhonghe:qe⁴ | Tangzhou:ȶe⁴ | Tingpai:ȶe⁴ | Antang:ȶe⁴,0,0,0,0,0,1,2,"A cluster of Kam-Sui varieties show the expected q-/k-/ȶ- onset and -e/-i type vowel, but the bulk of attested Tai forms in Lexibank display pVn shapes, which are highly divergent from the PKD and PT reconstructions. This suggests a major split in reflex distribution, with little support from the core Tai branch for the proposed proto-form. The reconstruction is thus only weakly supported.",3,"There is firm support for *taqay (as PMP) from the strong match across Indonesian and most sampled Oceanic languages. The core shape ta(e)- is extremely widespread in Oceanic, albeit often subject to truncation or reanalysis, and forms like tae-na are directly relatable. However, lack of Formosan data and several irregular/semantically shifted Oceanic forms prevent a top score. The evidence supports PAN presence primarily via PMP but not with the breadth and depth desired for a higher score.",1
034_eye,eye,*m[a/ə]ʈaː,6,"PT,PH,POB,PK,PKS,LAK",eye,EYE,EYE,73,969,Sandong:ⁿda¹ | Zhonghe:ⁿda¹ | Tangzhou:ⁿda¹ | Tingpai:ⁿda¹ | Antang:ⁿda¹,0,0,0,0,0,1,4,"The PKD form *m[a/ə]ʈaː aims to encompass nasal and plain onsets. The vast majority of Tai languages (and some Buyang) have reflexes matching the *taː root, supporting a common origin with the PT form. However, Kam-Sui, Hlai, and others show prefixed or altered forms, indicating either different retention or heavy innovation. Overall, the core root is well supported, though there is branching variation.",5,"The reflexes for 'eye' overwhelmingly support a root of the 'mata/masa/maca' shape, matching the reconstruction *maCa (i.e., *mata, *masa, *maca) across Formosan, Western MP, and Oceanic languages. The few divergent shapes are isolated and do not undermine the strong pan-Austronesian support. Even SHWNG shows some relevant forms (Numfor 'mga'), but overall, support is robust and widespread.",0
035_fart,fart,*k[a/ə]tu2t,6,"PT,PH,POB,PK,PKS,LAK",fart,FART,FART,42,10,Sandong:tət⁷ | Zhonghe:tət⁷ | Tangzhou:tət⁷ | Tingpai:tət⁷ | Antang:tət⁷,0,0,0,0,0,1,3,"The PKD reconstruction *k[a/ə]tu2t is partly supported by widespread reflexes with t-t and tət/tot/tut syllable shapes across Kam-Sui, Zhuang, Buyang, and some Tai. However, most Tai forms strongly point to a simpler tot/tɔt shape and lack the initial syllable or clear trace of *k-. Side forms with 'p-' and various compounds complicate matters. The match is moderate and consistent only for some branches, so a mid score is warranted.",2,"The proposed PAN *qətut is not well supported by the sampled daughter-language forms. Seediq’s 'tquti' is the closest, but the fit is loose. Western MP and Oceanic forms display quite different stems, indicating major shifts or wholesale lexical replacement. Limited relic support and widespread mismatch suggest only weak attestation for the reconstruction in this sample.",1
036_fingernail,fingernail,*CV-lep,6,"PT,PH,POB,PK,PKS,LAK",fingernail,FINGERNAIL,FINGERNAIL,60,72,Sandong:ljap⁷ toŋ¹ | Zhonghe:ljap⁷ mja¹ | Tangzhou:ljap⁷ mje¹ | Tingpai:ljap⁷ toŋ¹ | Antang:ljap⁷ mie¹,0,0,0,0,0,1,5,"All major branches of Tai-Kadai overwhelmingly show a reflex of *-lep or very close (lep, jap, nap, njap, lit, lip, etc.), with the expected *l- and *-p codas. This holds across Kam-Sui, Zhuang (Northern and Central), Sui, Buyang, Hlai, and all major Tai varieties, closely matching the PKD/Proto-Tai shape. Minor variants are infrequent and do not seriously challenge the etymon. The support is robust and pan-family.",5,"Reflexes matching *kuSkuS (as *kuku or similar) occur in Formosan (Seediq), Western MP (Indonesian), and classic Oceanic (Maori/Marquesan/Rapa Nui), showing deep and regular spread. The Malagasy cluster presents forms (hoho, angofo, vazakoho) that diverge, but Western MP as a whole still shows expected *kuku matches. Some Oceanic and SHWNG forms are irregular, likely due to innovation or replacement. The cross-clade *kuku/kukuS reflex is robust and well-attested, meriting a strong score.",0
037_fire,fire,*apuy,6,"PT,PH,POB,PK,PKS,LAK",fire,FIRE,FIRE,73,968,Sandong:vi¹ | Zhonghe:vi¹ | Tangzhou:vi¹ | Tingpai:vi¹ | Antang:vi¹,0,0,0,0,0,1,2,"The PKD form *apuy does not match the dominant reflexes among the attested Tai-Kadai forms, which overwhelmingly show onsets like f-, v-, or w- and a diphthong -ai/-ei, not *puy. Only a handful of Buyang, Kam, and Lakkia forms marginally reflect a *pui-type root. As the proto-Tai shape *wɤjᴬ and the multiple Zhuang/Thai forms point to an initial f/w/v, the reconstruction is poorly supported by the attested data.",5,"The *Sapuy root is strongly reflected across multiple clades: Formosan languages show minor phonological variation but preserve the root, Western MP shows numerous regular forms (apuy, api), and Oceanic shows regularly developed reflexes (ahi, afi, aβi). Although there are innovations and divergent forms, especially in Oceanic and SHWNG, the widespread and systematic retention of *Sapuy among key Formosan and Western MP supports the reconstruction robustly.",1
038_five,five,*ɭVmaː,4,"PT,PH,PK,LAK",five,FIVE,FIVE,60,902,Sandong:ŋo⁴ | Zhonghe:ŋo⁴ | Tangzhou:ŋo⁴ | Tingpai:ŋo⁴ | Antang:ŋo⁴,0,0,0,0,0,1,3,"The proposed PKD *ɭVmaː is only directly reflected in Buyang and some Kra/Kelao forms, but all Tai, Zhuang, and Kam–Sui forms show radical shape changes to 'ha' or 'ŋo'. The PKD reconstruction may be valid for Kra, yet the mainstream branches have replaced the root or undergone heavy remodeling. The evidence for PKD is moderate when considering all branches but is weakly present in the major Tai/ Kam–Sui lexicon.",5,"The form *lima is robustly attested across all major Austronesian clades, with especially strong support from multiple Formosan, Western MP, SHWNG, and Oceanic languages, showing clear reflexes with only minor variation. Divergent forms in Pazih, Saisiyat, and some Oceanic/SHWNG are few and can be attributed to local innovations or regular sound change. Overall, the widespread distribution and form stability of 'lima/rima' grant this reconstruction the highest support.",0
039_fish_poison,fish poison,*C̥V[+H]baː,2,"PT,PKS",poison,POISON,POISON,25,9,Central Thai:ja:.¹_phit.⁴ | Thai:phít | Thai:bʉ̀a | Southern Tai (Songkhla variety):ja:.²_phit.⁴ | Thai (Korat variety):ja:.¹_phit.⁴,0,0,0,0,1,0,2,"While a minority of forms in Tai branch languages show a ba/bɨa component consistent with *baː, the majority of attested forms, especially outside Tai, have reflexes with other elements (tok/tu). The proposed PKD reconstruction lacks broad support across branches and appears primarily Tai-centric. The PT form with *bɯə also lacks wide attestation. Most reflexes suggest a different root is primary in non-Tai languages.",1,"The expected *tuba reflex is completely absent from the main sampled Oceanic languages, and the only Western MP example (Malagasy) uses a loan from English/French or an innovative form. No clear cognates for *tuba occur in this sample, which suggests the term is not preserved in these subgroups or the relevant semantic range is not covered. The data provide no convincing support for this reconstruction in the sampled set.",1
040_flow,flow,C̥V-luy,6,"PT,PH,POB,PK,PKS,LAK",flow,FLOW,FLOW,43,608,Luzhai Sipai:liu⁵⁴ʔ | Luzhai Luzhai:liu⁵⁴ʔ | Xiangzhou Dale:leu⁵⁴ʔ | Xiangzhou Yunjiang:ʝiːt¹² | Wuxuan Huangmao:liu⁵³,0,0,0,0,0,1,5,"The PKD reconstruction *luy is robustly supported across Tai (including Zhuang, Thai, Shan, Lü, Khün) and also seen in Sui, Maonan, and several Kra-Dai languages. Minor deviations are either isolated or occur in branches historically prone to divergence. The overall shape is highly regular across the family, justifying the highest support score.",2,"Support for the proposed reconstructions is modest and highly scattered. While some Formosan and scattered MP forms echo *qaluR/*qaliR, and some Oceanic forms can be linked to PMP *saliR, there is no consistent reflex of any one reconstruction across all major branches. Many attested forms deviate considerably in shape, indicating semantic drift or replacement, so attestation is best scored as weak.",1
041_foot1,foot1,*tiːn,6,"PT,PH,POB,PK,PKS,LAK",foot,FOOT,FOOT,72,68,Sandong:tin¹ | Zhonghe:tin¹ | Tangzhou:tin¹ | Tingpai:tin¹ | Antang:tin¹,0,0,0,0,0,1,4,"The *tiːn reconstruction is well supported across most of the Tai branch, especially the central reflexes in Zhuang, Thai, Shan, Sui, and Kam-Sui. However, Hlai and some peripheral languages show a quite different root, and some Tai languages (mainly in Thai proper and Zhuang-Longzhou) feature alternative roots, likely through lexical innovation or borrowing. Overall, strong support is present, but acknowledged peripheral exceptions lower the score slightly.",4,"The reconstructed *[w/q]aqay is robustly reflected throughout Oceanic and known in Western MP (though unrepresented here except Oceanic and Malagasy). Malagasy displays unrelated innovation, and Formosan provides only a suppletive form. Despite this, the presence of highly consistent reflexes in Oceanic and much of MP justifies a high attestation score, though absence from Formosan precludes a top score.",0
042_foot2,foot2,*kok,6,"PT,PH,POB,PK,PKS,LAK",foot,FOOT,FOOT,72,68,Sandong:tin¹ | Zhonghe:tin¹ | Tangzhou:tin¹ | Tingpai:tin¹ | Antang:tin¹,0,0,0,0,0,1,2,"While Hlai consistently shows a 'kok/khok' type word—which fits a *kok PKD reconstruction—nearly all Tai and Kam-Sui languages attest only 'tin/tiin' forms, completely mismatching *kok. The proto-Tai branch form contradicts *kok. This suggests *kok is only valid for Hlai (and possibly Kra), not for PKD as a whole or for the lexical item 'foot' across Kra-Dai more generally.",2,"The Oceanic forms robustly reflect PAN *[w/q]aqay in both segmental shape and initial w- (or v- in Tongan). However, the only Formosan form is unrelated, and all Western Malayo-Polynesian forms (mainly Malagasy) are of an entirely different etymon. Since there is no evidence outside Oceanic for *[w/q]aqay and the Malagasy evidence dominates the Western MP sample and is a different root, the score is low.",1
043_forget,forget,*CV-ləːm,5,"PT,PH,PK,PKS,LAK",forget,FORGET,FORGET,59,9,Sandong:laːm² | Zhonghe:laːm² | Tangzhou:laːm² | Tingpai:qə³ laːm² | Antang:laːm²,0,0,0,0,1,0,5,"The PKD reconstruction *CV-ləːm is overwhelmingly attested throughout Tai and even beyond, with widespread support for lVːm-type forms (where V = ɨ, u, a). While Buyang and Kelao forms are divergent, the regularity and broadness of the ləm/lɨm/lum reflexes in Tai and support from Kam-Sui and Hlai make the reconstruction very secure.",1,"No attested reflex in any sampled language shows a shape compatible with *alim, and the forms given for both Oceanic and the one Western MP language (Malagasy) derive from other roots. There is no supporting evidence for this reconstruction from the given data.",1
044_fruit,fruit,*CV-maːk,5,"PT,PH,POB,PK,LAK",fruit,FRUIT,FRUIT,42,875,Luzhai Sipai:maːk⁴⁴ | Luzhai Luzhai:maːk⁴⁵ | Xiangzhou Dale:maːk⁴⁴ | Xiangzhou Yunjiang:maːk⁴⁵ | Wuxuan Huangmao:maːk⁴⁵,0,0,0,0,0,1,5,"The form *CV-maːk is extremely well supported across Tai languages and has clear cognates in multiple branches of Kra-Dai. While some secondary and borrowed forms exist (especially for borrowed or innovative words for 'fruit'), the dominant pattern in the data is the reflex of maːk, making the PKD reconstruction robustly attested.",5,"The reflexes of *buaq are found systematically in Formosan (several Atayal, Puyuma, Saisiyat, Babuza), Western Malayo-Polynesian (Philippine, Malagasy, etc.), SHWNG, and Oceanic languages with consistent shapes: bua, buak, bunga, etc. Minor divergence in some Formosan and innovative forms elsewhere, but the overall correlation is very strong and widely distributed. This is a textbook example of a well-attested PAN etymon.",0
045_full,full,*C[lab]V-tiːk,6,"PT,PH,POB,PK,PKS,LAK",full,FULL,FULL,72,149,Sandong:tik⁷ | Zhonghe:tik⁷ | Tangzhou:tik⁷ | Tingpai:tik⁷ | Antang:tik⁷,0,0,0,0,0,1,5,"The PKD reconstruction *C[lab]V-tiːk is strongly supported by Kam-Sui, Hlai, Buyang, and some other branches. A large number of attested forms show the expected ti(k) shape, while much of Tai shows a separate etymon (tem), matching the branch proto-form. The regular, wide distribution of tik-type forms across major non-Tai Kra-Dai branches justifies a high score, even though Tai proper mainly reflects a different root.",4,"The PAN reconstruction *pəNuq matches the major Western MP and Oceanic forms (feno, fonu, honu, fodu), with scattered SHWNG support. The root is absent from the Formosan sample, reducing the strength slightly. Some Oceanic and a few Western MP forms are unrelated innovations, but the regularity and spread of the main reflex pattern justify a high score.",0
046_hand,hand,*C-iməː,6,"PT,PH,POB,PK,PKS,LAK",hand,HAND,HAND,72,888,Sandong:mja¹ | Zhonghe:mja¹ | Tangzhou:mje¹ | Tingpai:mia¹ | Antang:mie¹,0,0,0,0,0,1,3,"While mja-type forms are abundant in Kam-Sui and some Northern Tai and outlier languages, the more innovative mɨː-type form dominates Southwestern Tai, which matches the branch-level proto-form. Zhuang replaces with fɤŋ. Thus, the PKD root fits some areas (especially Kam-Sui), but the evidence is too mixed for a higher score. The distribution points toward heavy areal layering and/or replacements within Tai.",4,"The PAN form *qalima corresponds very well across Formosan and western MP clades (as 'lima' or similar), and the form is robust in Oceanic as well. However, the SHWNG area shows strong replacement with forms like βaɾa/vara and several Western MP languages use tangentially related or unrelated forms. Despite these outliers, the widespread and stratified presence of 'lima'-type forms across deep clades supports a high score, just shy of perfect due to heavy SHWNG and some Malagasy divergence likely from replacement or areal innovation.",0
047_handspan,handspan,*ukəːp,3,"PT,PH,PK",handspan,HANDSPAN,HANDSPAN,0,0,,0,1,1,0,0,0,,,,,1
048_head,head,*kuɭuː,6,"PT,PH,POB,PK,PKS,LAK",head,HEAD,HEAD,72,956,Sandong:qam⁴ | Zhonghe:qam⁴ | Tangzhou:qam⁴ | Tingpai:qam⁴ | Antang:ku³,0,0,0,0,0,1,2,"The PKD reconstruction *kuɭuː is only weakly reflected in a minority (mainly Sui and some Kam-Sui) forms, while the vast majority of attested forms (Tai, Zhuang, Hlai, Mulam) point toward a stem with a diphthong/glide-vowel sequence like 'hu(a)/ho/kjau/cau/vo'. This widespread pattern is inconsistent with *kuɭuː and PT *krawꟲ. Systematicity for *kuɭuː is lacking outside a subset of Kam-Sui, so support is weak.",5,"The reconstructed PAN *quluh for 'head' is extremely well supported, especially given the deep, stratified reflexes in Formosan, Western MP, and Oceanic, all showing direct descendants of a *quluh > 'ulu' type. The divergence in SHWNG/Oceanic is notable but expected as 'head' is an easily innovated item. The overall robust spread, especially with Formosan confirmation, makes this reconstruction very strong.",1
049_hold_grab,hold; grab,*N-kamᴬ,3,"PT,PKS,LAK",hold,HOLD,HOLD,25,877,Central Thai:thɨ:.⁵ | Central Thai:kam.¹ | Thai:?ûm | Southern Tai (Songkhla variety):hiw.⁵ | Southern Tai (Songkhla variety):kam.²,0,0,0,0,0,1,5,"The PKD form *N-kamᴬ and PT *kamᴬ are robustly supported by the majority of attested forms across multiple branches—including Tai, Nung, Zhuang, Sui, Buyang, and Kam-Sui. Although some languages have replaced this root with unrelated forms, the broad distribution and regularity of 'kam' as 'hold; grab' confirm strong support for this reconstruction.",3,"There is some support for the proposed *-[g/k]əm root in scattered Western MP forms (e.g., kɨmkɨm), with a few Formosan items showing compatible initial syllables (kəm-). However, the overall reflexes are extremely heterogeneous within each major clade and across the sample, with many unrelated forms. Widespread support is weak, especially in Formosan and Oceanic. Multiple roots are likely conflated here, suggesting only moderate support for the reconstruction as a general pan-Austronesian etymon.",0
050_hole,hole,*ɟoːŋ,3,"PT,PH,POB",hole,HOLE,HOLE,25,11,Central Thai:ru:.¹ | Central Thai:phro:ŋ.¹ | Thai:ruu | Southern Tai (Songkhla variety):phro:ŋ.³_phlo:ŋ.³ | Thai (Korat variety):pho:ŋ.²,0,0,0,0,0,1,2,"The PKD form *ɟoːŋ is only marginally reflected in a minority of attested forms (Buyang: chu:ŋ/ʔbɔŋ; some Nung) and in a secondary slot (Songkhla Thai phro:ŋ/pho:ŋ). The vast majority of Tai, Zhuang, Kam-Sui, and other branches reflect vowel and onset patterns very different from *ɟoːŋ, mostly hu:- or ru:-type or cəm, kəm, etc. This suggests the PKD shape *ɟoːŋ is not well supported as the main pan-Kra-Dai form for 'hole'.",2,"Some Oceanic languages have forms possibly reflecting *buhaŋ (puka, poka, polo) but there is little cross-clade agreement—Western MP and most Oceanic forms are unrelated, and there are no Formosan data. Several alternate Oceanic forms point to unrelated roots. Overall, attestation is patchy and mostly Oceanic, so support for any PAN root is weak.",1
051_hook,hook,*C-bet,2,"PT,POB",fishhook,FISHHOOK,FISHHOOK,25,84,Central Thai:ta.¹-khɔ:.⁵_kiaw.² | Central Thai:bet.² | Central Thai:khɔ:.⁵ | Thai:bèt | Southern Tai (Songkhla variety):bɛt.⁹,0,0,0,0,1,0,5,"The PKD root *C-bet is robustly supported by the prevalence of bet/bɛt/met/biat/bit-type forms in numerous Tai languages and in at least some Zhuang and Buyang, reflecting well the shape and onset. Secondary terms exist, but do not undermine the clear widespread reflexes of *bet. This is a textbook case of strong attestation across major subgroups.",1,"The sample is overwhelmingly Oceanic and shows various unrelated words for 'fishhook', most notably 'matau/makau' (found throughout Polynesia and outlying regions), 'hinou', 'finau', 'vinetuŋu', etc. None have a phonological shape close to *kawit or *kabit, nor do they support an initial *k-. The only Western MP language, Malagasy, has a wholly unrelated form. No Formosan or SHWNG data is present. The lack of supporting reflexes across clades leaves the reconstruction essentially unattested in the sampled data.",1
052_hot_warm,hot; warm,*C-uluːl,6,"PT,PH,POB,PK,PKS,LAK",warm,WARM,WARM,43,676,Luzhai Sipai:jɐu⁵³ | Luzhai Luzhai:jɐu⁵³ | Xiangzhou Dale:ɣɪm̙²¹ʔ² | Xiangzhou Yunjiang:ʝɐu⁵³ | Wuxuan Huangmao:ɣʌm³¹,0,0,0,0,1,0,2,"The attested forms for 'hot; warm' overwhelmingly show initial vowels /u/ or /au/ and lack the expected lateral or r-cluster of the reconstructions *C-uluːl or *rwuːl. Most prominent Tai forms cluster around /ʔun/ or similar, while Zhuang and Kam have divergent forms (ɣam, sau). There are a few possible traces of the expected root (Hlai łun, Buyang u:n), but overall, the distribution does not support the PKD/branch reconstruction well.",1,"None of the forms sampled in any major clade match or come close to *lasuq. Most Western MP languages favor roots like 'init/minit' or 'mafana', Oceanic shows 'mafana', 'mahana', or other unrelated roots, and SHWNG and Formosan are highly diverse with no consistent root. There is thus no evidence in this sample for *lasuq being a proto-form of 'hot/warm'.",1
053_hungry,hungry,*C-iaːk,4,"PT,PH,POB,PKS",behungry,BE HUNGRY,BE HUNGRY,35,82,Sandong:ʔjaːk⁷ | Zhonghe:ʔjaːk⁷ | Tangzhou:ʔjek⁷ | Tingpai:ʔiak⁷ | Antang:ʔiek⁷,0,0,0,0,1,0,5,"The overwhelming majority of attested forms directly reflect the reconstructed PKD *C-iaːk with only minor vocalic differences. Reflexes from multiple Zhuang lects, as well as Kam-Tai languages, consistently display the expected root, strongly supporting the reconstruction. Thai's use of 'hǐw' is innovative, not a sign of mismatch.",1,"The proposed PMP *lapaR for 'hungry' lacks support in this sample. Oceanic languages use many diverse terms, none close to *lapaR, and the unique Western MP (Malagasy) form is unrelated. The reflexes do not cluster around *lapaR or any variant, suggesting broad lexical replacement or innovation.",1
054_knife,knife,*miːt,4,"PT,PH,POB,PKS",knife,KNIFE,KNIFE,59,13,Sandong:mit⁸ | Zhonghe:mit⁸ | Tangzhou:mit⁸ | Tingpai:mit⁸ | Antang:mit⁸,0,0,0,0,1,0,5,"The majority of attested Tai (including Central and Southwestern Tai) and Kam-Sui languages support the PKD reconstruction *miːt (PT *mitᴰ) very strongly, with close phonological matches in both segmental structure and, where present, coda. Divergent forms are either regular innovations or may reflect loanwords, so the etymon is robustly attested across the family.",1,"All the attested forms for 'knife' in both Western MP and Oceanic clades show completely unrelated roots and provide no support for the proposed PAN reconstructions *RabiS or *tadaw. The scattered and innovative lexemes suggest early and widespread replacement, rendering the PAN etyma unsupported by this dataset.",1
055_leaf,leaf,*bəː,6,"PT,PH,POB,PK,PKS,LAK",leaf,LEAF,LEAF,72,943,Sandong:va⁵ | Zhonghe:va⁵ | Tangzhou:va⁵ | Tingpai:va⁵ | Antang:va⁵,0,0,0,0,0,1,4,"The reconstruction *bəː is well supported by many Northern and Central Tai and Kam-Sui forms, with core reflexes showing the expected initial and a mid-central vowel or variant. However, Southwestern Tai (Thai, Shan, etc.) consistently reflects a diphthong -ai, suggesting an early shift away from a monophtongal *əː. Some minor branch divergences lower the score, but overall the PKD form is broadly supported.",2,"While Oceanic and some SHWNG forms could be traced to *waSaw via regular phonological developments, Formosan reflexes are extremely diverse and mostly do not support the proposed reconstruction, with only isolated matches (Seediq, Paiwan) and most others showing distinct etyma. Western Malayo-Polynesian languages overwhelmingly use other roots (e.g., *dahon, *bulung, *lawan, *ravy), with no broad continuity for *waSaw. The scattered support for *waSaw outside Oceanic and SHWNG argues for a low score.",1
056_leech,leech,*pVliːŋ,6,"PT,PH,POB,PK,PKS,LAK",leech,LEECH,LEECH,18,0,Luzhai Sipai:pɪŋ⁵⁴ʔ | Luzhai Luzhai:pɪŋ⁵⁴ʔ | Xiangzhou Dale:pɪŋ⁵⁴ʔ | Xiangzhou Yunjiang:peŋ⁵⁴ʔ | Wuxuan Huangmao:pɪŋ⁵⁵+waːi²³¹,0,0,1,0,0,0,4,"The attested forms largely match the proposed PKD *pVliːŋ in having p-initials and -ŋ finals, and Gangbei Zhongli directly supports the -liŋ sequence. However, most modern forms lack the -l-, suggesting either widespread loss or possible over-reconstruction of the medial at PKD level. The correspondence with the proto-Tai *pliːŋᴬ supports the general shape. The reconstruction is well supported but not perfectly regular.",,,0
057_leech,leech,(*tak),6,"PT,PH,POB,PK,PKS,LAK",leech,LEECH,LEECH,18,0,Luzhai Sipai:pɪŋ⁵⁴ʔ | Luzhai Luzhai:pɪŋ⁵⁴ʔ | Xiangzhou Dale:pɪŋ⁵⁴ʔ | Xiangzhou Yunjiang:peŋ⁵⁴ʔ | Wuxuan Huangmao:pɪŋ⁵⁵+waːi²³¹,0,0,1,1,0,0,1,"There is no support for a PKD form *tak among the attested Tai varieties, as all forms show the p(ɪ/i)-ŋ shape. The proto-Tai branch also reconstructs *pliːŋ, contradicting (*tak). Thus, this reconstruction has essentially no support from the Lexibank data.",,,1
058_leg,leg,*paqaː,6,"PT,PH,POB,PK,PKS,LAK",leg,LEG,LEG,59,149,Sandong:pa¹ | Zhonghe:pa¹ | Tangzhou:pa¹ | Tingpai:pa¹ | Antang:pa¹,0,0,0,0,1,0,5,"The forms overwhelmingly cluster into two major shapes: pa- and ka-/kha-, matching the expected reflexes from PKD *paqaː via Proto-Tai *p.qaː. The alternation between initial p- and k- is typical for this etymon, reflecting chain shifts or preglottalization loss. Kam-Sui and related forms confirm the root; outliers are few and likely secondary developments or loans.",1,"The attested forms for 'leg' show almost no support for PAN *paqa, neither in Western MP nor in Oceanic. Malagasy and its dialects (WMp) show ranjo/randro, while Oceanic forms are highly variable and do not descend from *paqa. There are no systematic reflexes anywhere in the sample, so the score is lowest.",1
059_lick,lick,*liːm,4,"PT,PH,POB,PK",lick,LICK,LICK,59,9,Sandong:ljaːk⁷ | Zhonghe:ljaːk⁷ | Tangzhou:ljek⁷ | Tingpai:liak⁷ | Antang:liek⁷,0,0,0,0,0,1,4,"A strong majority of forms support a root *liam/*liak, showing *l- onset and a front vowel with various nasal or stop codas, matching the PKD reconstruction *liːm. However, a significant minority, especially among Kam-Sui and peripheral Tai varieties, have replaced the coda with a stop or simplified further, and a few show quite divergent forms, justifying a score of 4 rather than 5.",2,"There is very limited support for *dilaq: the only non-Oceanic form (Malagasy milèlaka) has a loose similarity but could be a unique development, and the Oceanic forms overwhelmingly do not reflect the expected shape. Absence of Formosan or widespread Western MP matches undermines confidence. The score reflects a poor but not wholly absent support, mainly due to Malagasy.",1
060_liver,liver,*tap,6,"PT,PH,POB,PK,PKS,LAK",liver,LIVER,LIVER,73,919,Sandong:tap⁷ | Zhonghe:tap⁷ | Tangzhou:tap⁷ | Tingpai:tap⁷ | Antang:tap⁷,0,0,0,0,0,1,5,"The PKD form *tap is overwhelmingly supported by attested forms across the Tai, Kam-Sui, Buyang, and even some peripheral languages, typically appearing as tap or tɐp. Although Hlai shows a quite different root (ŋa:n), the overall correspondence in the core branches is highly systematic. Minor outliers do not undermine the strong evidence for *tap.",5,"The reflexes of *qaCay for 'liver' are robustly supported across all major Austronesian branches in the sample, including multiple Formosan languages, widespread Western Malayo-Polynesian groups, SHWNG, and Oceanic. The widespread 'atay/ate/aty' type forms show clear genealogical transmission. Divergent forms exist but do not outweigh the massive regular support, justifying the highest score.",0
