comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id,an_source_concept_id
046,sleep,1,none noted,"Bag A is dominated by forms with an nVn or nV:n (e.g., nɔn, nuən, nɯn, nɔn, nin) pattern, displaying a strong prevalence of a nasal-initial, mid-vowel, nasal-final structure. Bag B, in contrast, shows complex forms with abundant m-, ma-, su-, and -ab/-av patterns, with little evidence of any nVn shape recurring. There are no widespread or promising shared phonological skeletons between the two bags.",30,80,7,yawn
047,cold,1,none noted,"Despite a large sample size in both bags, there are no clearly recurring consonant-vowel skeletons or segment sequences that appear frequently in both lists. Some short forms with nasal or plosive elements are present in both, but their specific segment combinations and syllable structures do not align in a repeated or suggestive way. Overall, the phonological inventories and patterning show no meaningful overlap to encourage hypothetical cognacy.",38,80,7,shoot
048,flymovethroughair,1,none noted,"Bag A displays a strong concentration of CVN and (C)Vn forms (e.g., bin, win, vin, min, pən), with a prevalence of bilabial and nasal onsets and a recurring -n coda. Bag B, by contrast, shows much greater diversity in both syllable structures and segmental features, with little recurrence of the simple, nasal-final shapes that dominate Bag A. No convincing or widespread shared segmental skeletons or patterns are observed across both bags, aside from the most generic CV syllables found universally.",32,80,7,hit
049,dry,1,none noted,"Both bags show considerable internal repetition of certain shapes (e.g., reduplicated CV syllables in bag_b, recurring k-/h-/s- forms in bag_a), but there are no promising recurrent segmental skeletons, consonant clusters, or vowel sequences that suggest a widespread pattern matching between the two bags. Any occasional surface similarity appears isolated and not systematic.",33,80,7,small
050,hand,2,"Sporadic resemblance in CVCV(/V) and nasality (m-, n-, ŋ-) is observed, but recurring tightly-matched shapes are not consistent in both sets. Some surface overlap in initial m-, mi-, mu- and nasal-final forms exist, but these are common cross-linguistically.","While both bags make frequent use of initial m-, nasal consonants, and syllabic shapes like CV(V), there are no clearly recurring shapes across both bags that would strongly suggest hypothetical cognacy. The overlap appears largely accidental and not systematic.",26,80,7,green
051,kill,2,"Limited overlap in CVC or CVN shapes (such as 'zan', 'nan', 'zan', 'fan' in bag_a and many 'nan', 'ŋan', 'kan', 'ŋa(n)' in bag_b), but no robust or repeated segmental patterns convincingly shared across both bags.","Bag_b contains many forms with syllabic structures featuring /n/, /ŋ/, and /a/ vowels (like 'ŋanan', 'nangan', 'ŋayan'). Bag_a exhibits mostly monosyllabic CVC or CV: forms and a few polysyllabic ones, with some nasal codas. The resemblance is weak and not systematically repeated; most shapes in bag_a don't map well onto those frequent in bag_b, so evidence for cognacy on shape is minimal.",13,80,7,name
052,yellow,1,none noted,"The word-forms in bag_a are dominated by nasal-final CVN/CVN: structures with recurring shapes like -an, -en, -aŋ, etc., while bag_b is dense with v-initial and b-initial forms (e.g., ba-, va-, βa-, wa-, bu-, etc.) and shows overall different syllable patterns and segment inventories. There are no widely recurring shapes that clearly unite both bags. Apparent similarities, such as nasal consonants or the presence of final -n/-ŋ in some forms, are not systematic or frequent enough on both sides to suggest promising cognacy.",32,80,7,new
053,person,2,"Some possible -n/-ŋ/-k(n) endings, scattered CVN and CVC forms (e.g. 'kon', 'kun', 'nuk' vs. 'nuk', 'kan', 'dak'), but overall segmental patterns differ widely and matches are isolated.","The most noticeable similar shapes are isolated short forms like 'kon', 'kun', and 'nuk', but these are very short, basic shapes possible by chance and limited in distribution across bags. There is no broad, repeated pattern across both bags, and most forms differ substantially in phonological complexity and content.",38,80,7,pound
054,all,1,none noted,"There are no clear recurring segmental patterns or consonant-vowel skeletons shared across multiple forms in both bags. Bag A shows repeated use of forms like 'taŋ', 'mot', 'le', and nasal codas, while Bag B contains reduplicated forms, labial-vowel clusters, and prenasalization, but the surface similarities are minimal and not systematic. No strong evidence of widespread promising shape similarity.",40,80,7,fog
055,swim,2,"Some superficial similarities like wa-, fa-, and nam-/ŋam-/ŋo- sequences; general CV shapes recur but no robust recurring correspondences across many forms.","Though both bags contain forms with similar overall syllable shapes and some shared onsets (e.g., wa-, fa-, nam-/ŋam-/ŋo-), there is no consistent and widespread patterning between the two groups beyond what might occur by chance. Most similarities are isolated or limited to very short sequences, with little evidence of systematic or regular segment correspondences over multiple items.",40,80,7,mouth
056,cloud,2,"Some isolated lookalikes in VC and CVCV (e.g., forms with p/f/v, m, t/d, l/r, and some sequences like tan, fa/fa:, la/lə, but these do not recur systematically in both lists. CVC and CVCV structures are common in both, but no sharply recurring segmental root shared broadly across bags is apparent.","Both bags show a preference for shorter CVC or CVCV shapes, and segments like t/d, l/r, m/n, p/f/v, and k/g occur in both. However, the closest matches (such as shapes with 'tan', 'fa/fa:', 'la', etc.) appear only sporadically and do not form a pervasive pattern. No strongly recurring and systematically variegated root shapes bind the two bags, so hypothetical cognacy is only weakly supported on shape alone.",28,80,7,earthsoil
057,breast,1,none noted,"Bag A prominently features many items with simple syllabic structures, recurrent onsets like t-, n-, ts-, and sometimes reduplicated forms with nasals or affricates, while Bag B contains much longer, more complex segmental shapes with frequent b-, d-, k-, g- onsets, reduplication, and polysyllabic forms. There are no recurring segmental patterns across both bags, and even occasional superficial similarities (e.g., t-, n-) are not widespread or systematic enough to suggest a promising hypothetical cognacy on shape alone.",23,80,7,thunder
058,green,1,none noted,"The forms in bag_a are predominantly short CV, CVC, or CVCV sequences, frequently with medial or final -u, -aw, -iu, or -ok/-k endings, and recurrent initial /h, s, j, k, l/ clusters. Bag_b shows much longer, more complex word shapes, diverse syllable structures, and consonant/vowel inventories, with little overlap in segmental templates or clusters. No significant recurring word shapes or segmental motifs appear across both bags.",32,80,7,night
059,walk,1,none noted,"There are no clear recurring consonant-vowel skeletons or segmental patterns that are found widely across both bags. Where some forms share superficial consonant (k/l/p/n) or vowel features, the overall shape and segmental makeup do not display any plausible or systematic overlap, and there are no segments or clusters that recur widely and distinctively in both sets.",33,80,7,skin
060,knowsomething,1,none noted,"Bag_a shows recurrent initial (h/k/ʔ)j/ɕ sounds with -au/-u/-o vowels and nasal endings in several forms, while bag_b is dominated by b-t-u, b-a-t-u, f-a-t-u, k-p-t shapes, plus a wider variety of shapes with no clear overlap. No recurring consonant-vowel skeletons or roots are shared across both bags, and no plausible shape correspondences are readily apparent.",24,80,7,stone
061,ash,1,none noted,"Bag A is dominated by CV(V)C or CVCV forms with recurring elements like -aw, -au, and -uk/-up within the bag, while Bag B shows high prevalence of forms like CVCV, CVCCV, and repeated -la, -ma, -me structures, but neither shows systematic shape parallels with the other set. There are no clear segmental skeleton similarities or recurring correspondences across both bags.",33,80,7,tongue
062,rainprecipitation,1,none noted,"Bag A displays a strong concentration of monosyllabic forms with -Vn or -VC codas, often starting with labial, velar, or glottal onsets (e.g., 'fun', 'wun', 'fon', 'wən', etc.), and features frequent bilabial, labio-velar and fricative initials. Bag B consists mainly of longer, often polysyllabic forms, with more varied and complex syllable structure and no clear recurrence of the simple -Vn/VC pattern that dominates Bag A. No widespread segmental similarities or recurring shapes are apparent across both bags.",37,80,7,lightning
063,rope,1,none noted,"Bag A is dominated by forms with a CV(:)k or CVm structure (e.g., laːk, tɕaːk, lam), which recur frequently across different clades, suggesting a robust shared pattern within Bag A. Bag B, however, is highly diverse in shape, with no clear recurrence of the CV(:)k or CVm sequences found in Bag A; its forms are generally longer and more complex, with initial clusters such as bn-, buq-, and a high frequency of nasal, liquid, and complex syllables. No promising widespread shape similarity or plausible systematic correspondences are visible between the two bags.",31,80,7,sand
064,wind,1,none noted,"Bag A contains a strong pattern of forms with initial l-, j-, ɣ-, ð-, or z- followed by a back vowel and an -m coda (e.g., lam, lum, lom, ləm, jəm, etc.), which recurs extensively across its items. Bag B, in contrast, lacks this pattern altogether and displays highly varied syllable structures with no notable resemblance to the patterns found in Bag A. There are no recurring segmental skeletons or shape correspondences connecting the two sets.",29,80,7,say
065,laugh,1,none noted,"The forms in bag_a and bag_b show almost no recurring segmental shapes or consonant-vowel skeletons across multiple items in both sets. While both bags display some internal variety, no clear pattern of shared structure or recurring shapes is evident to suggest hypothetical cognacy on formal grounds.",32,80,7,right
066,wing,1,none noted,"Bag A is dominated by forms with p/f/v + vowel + k/t endings (e.g., pi:k, fɯːt, pik), while Bag B primarily features polysyllabic and complex structures with frequent s, k, l, n, and ʔ, along with initial a-, ka-, ha-, and varying syllable structures. No recurring shapes or consonant/vowel skeletons appear widely in both bags, and the overall segmental profiles show little resemblance beyond occasional short forms with /p/ or /k/ medially or finally. No promising correspondences are recognizable.",21,80,7,smokeexhaust
067,thick,1,none noted,"Bag A is dominated by forms with a simple, recurrent 'na', 'naa', or 'naː' shape, many with initial n-, and a general CVC or CVVC structure. Bag B, however, is highly diverse with variable syllabic shapes and lacks any clear concentration of forms featuring initial n- or similar syllable patterns. No convincing recurring phonological skeleton emerges across both bags.",9,80,7,correctright
068,three,1,none noted,"Bag A overwhelmingly features the recurrent C(a:)m shape, with many forms centered on a (C)V(:)m structure, often preceded by s-, h-, t-, or l-. Bag B lacks this pattern almost entirely, instead showing much longer and more complex forms with -ŋ, -n, and diverse onset and medial clusters, and no clear recurrence of a (C)am or sam/ham/lam stem. There is no evidence of shared or recurrent word-form shapes between the two bags.",20,80,7,hear
069,four,2,"Recurrent sV, sV(V), and CVi/si patterns in both bags; some repeated syllable shapes (e.g. su-, si-, sip-, sup-) in bag_b, but these do not match productively with the Tai sV, si, səi, θV forms in bag_a. Some isolated consonant and vowel matches but not widespread across both sets.","Bag_a has many forms with s-/θ-/ɬ- + high front vowels (si, sii, səi, θei) and a few with p- (pau., pu.), but overall maintains a sV or CVV shape; bag_b features frequent sV, sVp, sup, sip, sep, and reduplicated sV forms. While there is some overlap in initial sibilant and high front vowel shapes, there are no clear widespread shared patterns or systematic correspondences across both bags, and the more complex, reduplicated or longer forms in bag_b do not look obviously relatable to the simpler, mostly mono- or disyllabic forms in bag_a. Only a few isolated superficial matches exist, so overall hypothetical cognacy on shape alone looks weak.",15,80,7,suck
070,vomit,1,none noted,"The forms in bag_a are heavily dominated by monosyllabic or simple CVC/CV:C shapes, especially sequences ending in -k, -kʷ, or -k-, which recur frequently. Bag_b, by contrast, contains overwhelmingly longer, multisyllabic forms with varied structures, and only a few cases of short forms (e.g., 'mia', 'rik') that do not align in consonant/vowel skeleton or structure with bag_a’s recurrent types. No recurrent skeletons or segment chains are apparent in both bags.",36,80,7,red
071,left,1,none noted,"There are no clearly recurring consonant-vowel skeletons or segmental patterns that appear widely across both bags. Bag A displays frequent sV(i) and pa-/pi- forms among others, while bag B contains a wide variety of structures, but does not show systematic overlap or plausible regular correspondences with the forms in bag A.",33,80,7,stand
072,wet,2,"Sporadic similarities: forms like piak/pi:ak/piiak/pìak in bag_a and -pak/patak/patak in bag_b; some tVm/ tVm/ tɐm / tum in bag_a and matay/mati/mate/metey in bag_b; some maC- and mVt[ae] shapes in bag_b, but not consistently mirrored across both sets.","There are a few isolated instances of similar consonant and vowel structures, such as piak/pak and tVm/matay/mati shapes, but these are neither extremely close nor widespread in both bags. The overall patterns are not recurrent across multiple items in both sets and the segmental correspondences are weak, suggesting possible accidental resemblance rather than strong evidence for hypothetical cognacy.",33,80,7,bedeadordie
073,daynotnight,2,"Some nasal-final syllables like -ŋ and -n recur in both bags, and a few CVC shapes with similar (but not highly distinctive) segments (e.g., van/wan/van vs. vanava/bunava, etc.). However, the majority of forms diverge considerably in consonant and vowel skeleton, and possible overlaps could be chance due to common syllable types.","While both bags contain common CVN patterns, with several forms ending in -n or -ŋ, and sporadic surface similarities (e.g., v-/w- initial, some -an/-on/-aŋ/-in syllables), no distinctive shared shape recurs widely and distinctly across the majority of both bags. These weak, generic similarities might be expected by chance in unrelated languages with similar phonotactics; thus, the case for hypothetical cognacy is not strong by shape alone.",39,80,7,buy
074,right,2,"Some overlap in initial ma-/pa-/fa- syllables in both bags, with several CVCV, CVCVC or reduplicated patterns recurring, but core root shapes diverge and no clearly consistent segmental correspondences recur widely in both sets.","While both bags feature word-forms starting with ma-, pa-, and some reduplicated or CVCV structures, the main stems and full word shapes differ significantly. Similar segments (like ma-, pa-, fa-, and final -ŋ) appear, but these shapes are too generic and scattered, and widely recurring roots are not evident in both bags. Thus, only marginal superficial similarity with little promise for hypothetical cognacy on shape alone.",20,80,7,sharp
075,sky,2,"Some overlap in VC or CVC sequences, notably forms with 'bVn', 'bun', 'ban', and nasals in both bags. Both also contain forms with initial vowels, labials, and occasional 'fa/faa' or 'ba/baŋ' motifs. However, widespread, regular segmental similarity is lacking.","While there is a weak resemblance between certain CVC shapes such as 'bən/bun' in bag_a and a handful of 'bun/ban/balun'/labial-nasal forms in bag_b, there is no pervasive or consistent pattern of segmental similarity. The majority of forms do not show shared skeletons or recurring correspondences across both bags, making hypothetical cognacy not compelling based on shape alone.",37,80,7,leaf
076,five,1,none noted,"Bag A's forms are dominated by short, simple structures like 'mei', 'mau', and 'haa/ha:', while Bag B contains a much broader and more complex inventory with longer, polysyllabic forms and a variety of consonant and vowel patterns. No recurrent phonological skeleton or consistent correspondences are evident across multiple items in both bags. Overall, no promising shared shapes were observed.",5,80,7,they
077,where,1,none noted,"The forms in bag_a are dominated by CV(C)V or CVCVCV structures with various initial stops, affricates, nasals, and front/back vowels, and recurrent sequences like nau, nai, tei, and ti-. Bag_b is dominated by more complex and varied CVC and CCV clusters, many with 'tub', 'tubo', 'tupu', 'tum', 'tu-' sequences, as well as more complex forms. There are no widely recurring shape patterns or plausible correspondences evident across multiple forms in both bags.",40,80,7,grow
078,heavy,3,"Recurrent 'nak', 'lak', and 'an/ang' shapes in both bags; some forms such as 'nakis', 'lakay', 'rudan', and 'masa' from bag_b notably resemble 'nak', 'lak', 'han', and 'san' forms from bag_a.","There are several phonological shapes that recur in both bags, including sequences like 'nak', 'lak', and endings like '-an' or '-ang'. While not overwhelming, the distribution of these similar skeletons in both bags across multiple forms is promising and pushes this comparison above pure chance, but there is no strikingly strong or very regular cross-bag pattern.",18,80,7,old
079,cry,2,"Some shapes with -ai or -i vowels recur in both bags, and a few forms in bag_b have elements like 'kai', 'mai', and 'wiri' which bear weak superficial resemblance to recurrent 'hai', 'tai', and 'ai' in bag_a. However, no widespread consistent roots or segmental skeletons appear across both bags.","Both bags are morphologically diverse and mostly distinct, but there are occasional surface-level phonological similarities, such as 'kai', 'mai', and 'wiri' in bag_b compared to 'hai', 'tai', 'ai' in bag_a. Despite these, the similarities are not systematic or widely spread, and the majority of forms in each bag do not match shapes from the other, resulting in a low but not minimal hypothetical cognacy score.",19,80,7,left
080,sharp,2,Some (C)Vn/(C)an/(C)ai and (C)am/(C)um forms occur in both bags but with significant variation.,"Across both bags, there is a modest recurrence of simple CVN, CVm, and CVCV patterns, especially involving /an/, /ai/, and sometimes /um/ sequences. However, specific consonant patterns do not recur systematically across both sets, and most apparent similarities are either short, typologically common shapes or isolated. Overall, there is weak but non-negligible promise for hypothetical shape-based cognacy, though the evidence is not robust or richly patterned.",36,80,7,eat
081,near,1,none noted,"Bag A's forms are dominated by CV(V) or CCV(V) syllables with palatal or velar onsets and diphthongal or central vowels, showing substantial C-final and diphthongal variation. Bag B features longer, often polysyllabic forms with more complex syllable structures, including many with nasal clusters, multiple affixes, and consonant clusters uncommon in Bag A. No recurring segmental skeleton, initial cluster, or nucleus pattern appears sufficiently widespread in both bags to suggest promising hypothetical cognacy.",34,80,7,hold
082,they,1,none noted,"The phonological shapes across bag_a and bag_b show no clear, recurring segmental resemblances or skeletons. Bag_a features many forms with repeated elements like 'man', 'te', and varied syllable structures, but these patterns do not find any recurring parallels in bag_b. Bag_b displays a wide variety of root shapes and segment clusters not mirrored in bag_a. There are no prominent shared consonant-vowel patterns or correspondences that recur across both sets.",40,80,7,belly
083,year,1,none noted,"Bag A shows a high recurrence of forms with a 'pV(i/e/n)' shape such as 'pei', 'pii', 'pi', and related variants, often with initial [p] and following front vowels. Bag B, while varied, does not display a comparable cluster of short, front-vowel, labial-initial forms recurring across the set; its forms are mostly polysyllabic and structurally distinct. No substantial, widespread segmental similarities or patterns recur in both bags.",22,80,7,hunt
084,you,1,none noted,"The forms in bag_a center around shapes with s-, θ-, ś-, and c-/ɕ- onsets (often with -au, -ou, -u, or -ːu nuclei), and also some forms with phu-, mui-, cum-, etc., while bag_b prominently features repetitive ma-ta, ma- forms, as well as roots like -zoq, -mo, -to, etc. There is no recurrent segmental skeleton or pattern linking the sets across both bags; shapes do not align, and any similarity is incidental or extremely distant.",39,80,7,eye
085,grass,2,"Few possible shared syllable patterns like ka-, na-, ma-, and CVN. Extremely limited segmental matches; shapes like 'kan', 'kaŋ', 'maka', 'maki', and 'na-' forms occur in both sets but do not appear broadly or with convincing effect.","Although both bags contain common syllable patterns like CV, CVC, and some apparent na-/ka-/ma- stems, these are simple and globally widespread shapes. Only isolated pairings (such as 'kan/kaŋ' and 'maka/maki') show any structural similarity, and even these are tenuous or infrequent. There is little evidence of recurring, systematic resemblance across the two bags.",28,80,7,if
086,flower,2,"Some forms in both bags have CV or CVC shapes involving initial m-, k-, or h-, and many forms display -u, -o, or -a as the nucleus/final. However, the bulk of segmental patterns (including prevalent -au/wa, -am/mu/mɔk/-ju, and cluster shapes) do not strongly recur between the two bags, and correspondences appear sporadic rather than systematic.","While there are isolated similarities in certain consonant-vowel skeletons (e.g., mV, kV, hV, wa~awa, mu~mɔk), the overall patterns and recurring forms differ substantially across the bags. No consistent sound correspondences or widespread shape parallels are evident, so only low-level hypothetical cognacy can be entertained based on shape alone.",21,80,7,you
087,short,2,"Some overlap in CVN sequences (san, tan, kan/gan) and sporadic similarities in forms with n or t/d, but no strong widespread patterns.","There are a few surface-level similarities, such as forms like 'san' and 'tin/tan' in bag_a and 'san', 'sin', 'kan', 'den' in bag_b, but these are relatively common phonological patterns. Both bags show various n-final forms and a scattering of t/d/n/k-initial syllables, but no consistent or systematic recurring shape across both datasets. Overall, the similarities appear mostly coincidental and not suggestive of regular, widespread shape-based cognacy.",30,80,7,at
088,salt,1,none noted,"Bag A is dominated by forms with initial k-, c-, kl-, or ʔd-/ⁿd-, followed by u/a/ə-type vowels and often a final -u or -a, while Bag B is dominated by forms with initial b-, v-, f-, t-, or p-, often showing a bi-/vi-/fi- structure, as well as several polysyllabic forms of differing shape. No recurring phonological skeleton is present across both bags, and no consistent correspondences or widespread patterns are apparent between the sets.",29,80,7,star
089,seven,1,none noted,"Bag A is dominated by short syllabic forms with initial palatal or sibilant consonants and a final -t or -t̪, while bag B contains longer forms, often with sequences like -an, -al, or syllabic -u-, -a-, or -o-, and diverse consonant clusters. There are no clear recurring CVC or CV(C) shape similarities across both bags, and no widespread consonant or vowel patterns that would suggest promising hypothetical cognacy based on phonological shape alone.",28,80,7,rainprecipitation
090,six,1,none noted,"Bag A features multiple forms with a prominent -ok/-ɔk/-ak coda pattern (e.g., 'ljok', 'lɔk', 'lok', 'hok', 'hɔk', 'zok'), while Bag B is dominated by forms with -up/-op/-upV, -uf/-uv- medial or final clusters (e.g., 'siupe', 'mi'úp', 'wi-up', 'juja', 'uβi̥'). There is little to no recurrence of the segmental skeleton from Bag A in Bag B, and no promising consonant or vowel sequences appear in both sets. Shapes and phonotactics overall are highly divergent.",21,80,7,blowofwind
091,ten,2,"Some similarity in CVC roots with s-p or s-k patterns (e.g., sip, səp vs. syik, szik, saik), but essentially no widespread recurring shapes across both bags.","Bag A displays a strong cluster around 'sip/sɪp/sɨp/sup/səp'-type forms (CVC shapes with s/p or s/b), but Bag B has mostly longer and divergent forms. A few isolated forms in Bag B (syik, szik, saik) vaguely resemble the CVC forms in Bag A, but such similarities are limited and do not recur widely. Overall, the structural correspondence is weak, so hypothetical cognacy on segmental shapes is not promising.",23,80,7,liver
092,eight,1,none noted,"Bag A contains numerous items centering on a p-V-t/t, p-Vː-t, or similar CV(C)T shape with mid front vowels, which recurs in multiple forms; Bag B, however, displays considerable variety with no recurring segmental shape matching this structure, and does not show parallel clustering of forms with similar templates. No convincing recurring consonant-vowel skeletons or plausible correspondences are apparent across both bags.",21,80,7,bird
093,nine,2,"Marginal presence of CVV and k-/c-/s- onsets in both bags; -au/-ou diphthong in bag_a and -ai/-ay/-aɪ in bag_b, but forms are not directly comparable or recurrent in both. No consistent skeleton recurring widely in both.","While both bags have forms with k-/c-/s- onsets and some diphthongal nuclei (e.g., -au/-ou in bag_a and -ai/-ay in bag_b), these are present in only a few forms and do not create a widespread pattern of shared shapes. Most forms lack strong segmental resemblance across bags, indicating limited shape-based support for hypothetical cognacy.",22,80,7,one
094,narrow,2,"Some limited resemblances in CVC and CVp/t (e.g. kap/kɛp/kap - pit/kit/pit); occasional similar shapes like kap/kip/pit/kit and -p/-t codas, but no strong, recurring or systematic patterns across both bags.","A few forms in both sets have CVC shapes with plosive codas (such as -p or -t), and consonant-vowel onsets sometimes echo each other (e.g. kap vs pit/kit). However, overall, the forms in bag_b are much longer, more complex, and heterogeneous in structure than the relatively neat CVC(-C) forms in bag_a. Any resemblance appears limited, likely coincidental, and not broadly systematic.",30,80,7,narrow
095,snake,2,"Some presence of 'ŋ' final and medial forms (e.g., taːŋ, bilaŋ), a few forms with bilabial initial plus 'a' vowel (e.g., ma, mo, mi- vs. ma-, mi-, mabilang), but overall highly divergent syllable structures and limited recurring shapes across both bags.","Both bags contain forms with 'ŋ'-final syllables and some bilabial-initial forms with 'a' vowels, but these are common cross-linguistically and not sufficiently widespread across both bags. The overall variety of shapes and lack of clear, repeated segmental matches lowers the likelihood of hypothetical cognacy on shape alone.",16,80,7,count
096,forest,1,none noted,The forms in bag_a and bag_b show noticeable differences in their overall segmental structures and do not display recurrent or systematic similarities in consonant or vowel frameworks. There are no recurring shapes or phonotactic patterns shared widely between the two bags that would suggest promising hypothetical cognacy on form alone.,30,80,7,big
097,wife,2,"Some cross-bag recurrence of initial ma-/mi-/mei- and ni-/nai-/nie-, with some forms ending in -ai, -ei, -a, or -an. However, these are limited and many segments differ substantially.","A few general CV skeletons recur in both bags, such as ma-, mi-, and variants with ni-/nai- syllables. Bag_a shows heavy use of /maɪ/, /ni/, /mi/, and similar syllables, while bag_b has some /ima/, /imaʔ/, /mei/, /nai/ forms. Some endings also look similar (-ai, -ei, -an). However, correspondences are weak and overall distribution of CVCV or CVCVC shapes is divergent, with most matches being short or general syllabic resemblances rather than robust, widespread paired phonological structures. Evidence for hypothetical cognacy is weak but not completely absent.",34,80,7,who
098,husband,2,"Possible weak similarities in initial 'ka-/kwa-', 'la-', 'pa-/pʰa-', 'ma-' and final '-n' or '-m', but these are vague; scattered matches like 'lak', 'bal-', 'ma', 'rum', 'pal' are not recurrent across both bags.","Both bags contain a variety of CV and CVCV patterns, and some forms share similar broad outlines ('ka-/kwa-', 'la-', 'pa-', 'ma-', 'ou/au/an'-endings), but these are only loose, general phonotactic resemblances found in many languages and not systematic, recurrent correspondences. No clear, repeated shape or pattern is widespread in both sets that would strongly support hypothetical cognacy based purely on form.",34,80,7,house
099,intestines,2,"Some limited overlap in 'sai/saj/say' vs 'dai', and a few 'lam/lama' forms, but overall segmental matches are sparse and not systematic.","Bag A is dominated by CVV forms with fricative or lateral onsets and 'ai'/'i' nuclei (e.g., 'sai', 'θai', 'laːi'), whereas Bag B shows much more variability in both syllable structure and inventory (many CVCV, dissimilar onsets, and codas). Only very limited segmental resemblance is observed (e.g., 'sai' vs 'dai'; 'lam' in both), and these are isolated. There is no strong evidence of widespread, recurring shape patterns between the two sets.",29,80,7,blood
100,steal,1,none noted,"Bag A overwhelmingly features CVC or CCVC forms ending in -k, with shapes like 'lak,' 'ljak,' 'cak,' and similar syllable structures recurring very frequently. In contrast, Bag B is highly heterogeneous, and dominant shapes such as '-pin,' '-lis,' and VCV syllables rarely, if ever, overlap with the forms in Bag A. No recurring or regular patterns suggest a plausible relationship.",24,80,7,tooth
101,shoulder,2,"Marginal overlap in some CV syllables (e.g., ho, ha, ma) and nasal-final forms (e.g., -ŋ, -ŋoy/-ŋui), but overall the recurrent structures differ substantially; bag_b strongly features repeated -ŋoy/-ŋuy/-ŋui/-ŋuj shapes, which are rare or absent in bag_a.","While both sets make use of open syllables and occasional nasals, the dominant recurring shapes in bag_b (-ŋoy/-ŋui, lumaŋuy, langoy, etc.) have no clear counterparts in bag_a, whose repeated forms cluster around ba, ma, ho/wa, and ʔ-prefixed shapes. Only isolated syllabic similarities (e.g., ha, ma) are observable, with no robust, recurrent, or systematic resemblance in the core CVCV/CVNV patterns.",23,80,7,swim
102,buy,1,none noted,"Bag A contains mostly short, CV or CVCV syllables with many similar-looking forms involving combinations of initial s-, t-, ɕ-, or n- plus diphthongs or high vowels (e.g., əi, əɯ, ai). Bag B overwhelmingly favors longer forms, many with complex clusters and reduplication, and a different consonant and vowel profile; it mainly contains CVCVCV patterns and does not display recurring shapes that align with bag A's main patterns even at the level of consonant or basic vocalic structure. No widespread, plausible segmental matches recur across both bags.",25,80,7,dust
103,open,1,none noted,"Bag A shows frequent CV:C or CVCV patterns with a tendency toward high vowels and onsets in h-, k-, kh-, ŋ-, etc., especially forms like hai, ho:i, khai, qhai, and ŋai. Bag B is mostly longer polysyllabic strings and favors -law, -lay, -lawa, -ng, and many medial liquids and nasals. There are no clear recurring segmental patterns in both bags nor any convincing segmental matches across multiple items, making promising hypothetical cognacy on shape alone unlikely.",31,80,7,yellow
104,fog,2,"Some shared initial 'm' syllables in both bags; some similar CVC or CVCV shapes, isolated 'mok'/'mak'-like syllables; weak and sporadic overall.","Both bags contain a high frequency of forms starting with 'm-', often followed by vowels and sometimes velar consonants ('mok', 'mak', 'mo', etc.). However, these repeated shapes are simple and could occur by chance. There are few clear segmental alignments or widespread, distinctive correspondences across both sets, so only weakly promising for hypothetical cognacy.",31,80,7,fearbeafraid
105,choose,1,none noted,"Bag A is dominated by forms featuring initial l-, k-, s-, and frequent CVC or CVN structures, while Bag B mostly features forms with wa-/va- or -lu/-lo/-ru endings, as well as longer consonant clusters (spat, pat, bat). There is no evident pattern of shared segmental skeletons or widespread recurring shapes suggesting hypothetical cognacy across both sets.",34,80,7,eight
106,hundred,2,"Frequent final -k or -ŋ shapes in bag_a; some possible overlap in segments with CVk and CVCV forms (e.g., 'pak/pek/pik' vs. 'batu/patu/putite'), but systematic resemblance is scarce and no clear, recurring segmental skeleton emerges across both bags.","Bag_a shows many forms with final -k or -ŋ, clustered around 'pa:k/pek/pik', while bag_b has several CVCV and CVCVC type forms like 'batu', 'patu', 'putite' among others. However, the phonological similarity is limited to general patterns and isolated matches; there is no convincing, repeated segmental alignment across both bags. Overall, only minimal evidence for hypothetical cognacy based on form alone.",22,80,7,egg
107,mother,1,none noted,"There are no clearly recurring segmental shapes or consonant-vowel skeletons that appear widely across both bags. The forms in bag_a are largely dominated by initial nasals (m-, n-) and simple CV/CVə patterns, while bag_b shows much greater diversity, including many forms with t-, s-, l-, k-, and forms with complex clusters or longer syllabic structures. No promising patterns of hypothetical cognacy emerge from a shape comparison.",16,80,7,rope
108,father,1,none noted,"There are no recurring segmental shapes or clear consonant/vowel skeletons that occur widely across both bags. Bag A is dominated by short forms with initial glottal stops, ph-, or pV(C) structure, while Bag B consists of longer, more complex forms with a wide variety of consonants, clusters, and syllable structures. No salient or productive cross-bag resemblances are apparent.",16,80,7,mosquito
109,sew,1,none noted,"Bag A exhibits several forms with a recurring 'nip/nep/nip/ńip/ȵip/ɲip' structure, particularly involving palatal or nasal onsets and -ip/-ep/-ap endings, but these shapes do not recur in Bag B. Bag B is dominated by forms starting with b/v/f/w + (u)lan, (u)ran, or (u)lag, lacking roots or patterns evident in Bag A. There is no obvious widespread segmental overlap or systematic shape similarity between the bags.",28,80,7,moon
