concept_id,gloss,generosity,is_nonhit_control,tk_segment,an_segment,context,support,confidence
cry,CRY,2,0,ai~ai,aŋi~angi~anis,nucleus/vowel sequence,"TK: hai, hɔ:ŋ_haj, tai; AN: maŋi, tumaŋi, tangis",4
cry,CRY,2,0,h,h~ʔh,onset or prefix,"TK: hai, hɔ:ŋ, h.a.j; AN: hömaŋih, hœmaŋih",3
cry,CRY,2,0,t,t,"onset, CVC","TK: tɜi, tɛ̈i, tɐi; AN: taŋis, tumaŋi, t.a.ŋ.i",4
cry,CRY,2,0,pl,bl/mpl,"cluster onset, rare","TK: plĩe; AN: (no direct match, weak support with some AN clusters: mattangi-c)",1
daynotnight,DAY (NOT NIGHT),2,0,v-/w- (onset),al-/ar-/aw- (onset),"syllable onset, especially in 'wan/van' vs 'alaw/aldaw/araw'","TK: van, wan, wɔn, wɐn (kam_sui, tai); AN: alaw, aldaw, araw, aldao, allo (western_mp)",4
daynotnight,DAY (NOT NIGHT),2,0,-an/-ən/-on/-ɔn (rime),-aw/-ao/-o (rime),syllable rime; open syllables ending in nasal or open vowel,"TK: van, wan, wɔn, wɐn, ŋon, ŋɔn (tai, kam_sui); AN: aldaw, araw, aldao, allo (western_mp)",4
daynotnight,DAY (NOT NIGHT),2,0,p-/b- (onset in alternate forms),al-/ar-/aw- (onset),marginal onset alternation,"TK: pan, paːn, pai (kam_sui, tai, hlai); AN: alaw, aldaw, araw, allo",2
daynotnight,DAY (NOT NIGHT),2,0,kaŋ/toŋ/caŋ (CVŋ backbone),ramuiya/ras/raria/hanian,whole-word structure; forms outside main 'wan/van' cluster,"TK: kaŋ, toŋ, caŋ (tai); AN: ramuiya, ras, raria, hanian (formosan/shwng)",2
daynotnight,DAY (NOT NIGHT),2,0,h- (onset; kra alternants haŋ),"h- (onset; hanian, hilaLan)",syllable onset in some Formosan,"TK: haŋ (kra); AN: hanian, hilaLan (formosan)",1
dig,DIG,2,0,w-/ʋ-/v-,k-,initial onset,"TK: wa:t, weːt, wɛ:t, waːt, ʋeːt, va:t; AN: kali, kalín, kutkot, kuli, kerut, komowih, kmbərih",3
dig,DIG,2,0,-at/-ɛt/-eːt,-al/-ar/-at/-ot (sometimes -in),rhyme/coda,"TK: wa:t, weːt, wɛ:t, waːt; AN: kali, kalot, kalín, kutkot, magkalot",3
dig,DIG,2,0,ŋw-/ŋu-/ŋwe-,k- (possibly nasal infixation in AN),nasal+onset,"TK: ŋwaːt, ŋweːt, ŋuət; AN: kmari, kmbərih, kméhur (nasal clusters in AN Formosan)",3
dig,DIG,2,0,p-/b-,b-,initial onset (minor type),"TK: pa:k, ba:k; AN: βai, bijai",2
dog,DOG,2,0,ma,asu,CVC root (TK onset + AN onset),"TK: mǎa, maa, ma⁵⁴ʔ, ma:; AN: asu, aː.s.u, aso, asʰu",4
dog,DOG,2,0,m(h/w)a,wa/va,onset (labial: nasal/fricative glide correspondence),"TK: mha, hwa, <p>̃hwa¹, m̥a¹; AN: wazu, wasu, wacu, avʔu, abʔu",3
dog,DOG,2,0,k(h),k/g,onset,"TK: khuə̃.¹; AN: ka:hu, kapuna, kiruʔ, gayam",2
dog,DOG,2,0,li; ti,ri; i,onset (alveolar - possibly via lateral or palatalized evolution),"TK: li.⁰_oi.³³, li.⁰_qoi.²⁴, ti21_ma35; AN: kiruʔ, idò, i.d.u.ʔ",2
dog,DOG,2,0,pha,fa/ʔa,"onset, aspirated/fricative oral","TK: pha4; AN: fiawera, abʔú, ʔah'ɔ",1
drink,DRINK,2,0,n,n/m,coda (CVC) or medial,"TK: kin, kɨn, ki:n, kən, dɨ:n, dʉ̀ʉm; AN: inum, inom, nim, minom, mim, -inim",4
drink,DRINK,2,0,k/g/ɣ/h,h/g/k,onset (initial C),"TK: kin, kɨn, kəm, ɣəm, haŋ, hop; AN: haruk, k'inuŋ, k'ɛnuŋ, ginuŋ, hino",3
drink,DRINK,2,0,d/ɗ/ʔd,d/ʔ/Ø,"onset (initial C, alternates with zero)","TK: dʉ̀ʉm, dɨ:n, ɗɐt, ʔdət, ʔdɔt; AN: dom, inem, -nim",2
drink,DRINK,2,0,Vn (nasal coda),Vm (nasal coda),coda,"TK: kin, kən, dɨ:n, dʉ̀ʉm, ɣəm; AN: inum, inom, -inim, minom, mim",4
drink,DRINK,2,0,su/sɜ/śu,inin/min/mim,"CV(CV), initial and medial","TK: su:k, sɜt, śut; AN: minom, mim, inum, minum",2
earthsoil,EARTH (SOIL),2,0,n-am,tan-/tana-/tane-,CVC root or initial CV (onset + nucleus),"TK: nam, na:m, naːm (various Tai, Kam-Sui); AN: tana, tane, tany (western MP)",3
earthsoil,EARTH (SOIL),2,0,d-in/din,d-a(g)-/dar-/dara-/daga-,Onset + nucleus (initial CV),"TK: din (Tai, Thai); AN: daraq, darəq̂, daga, dalah, duta",4
earthsoil,EARTH (SOIL),2,0,kʰɔm/hum,gabun/lupâ,labial coda/nucleus,"TK: khəm, kʰum, hum (Kam-Sui); AN: gabun, lupâ (western MP)",2
earthsoil,EARTH (SOIL),2,0,v/f/ŋ (onset),"r/g (onset in 'ragaq', 'gabun')","initial C, especially in Hlai and AN","TK: van, fan, ɣaŋ (Hlai); AN: ragaq, gabun, raraq",2
earthsoil,EARTH (SOIL),2,0,l/n/ŋ (nasal-final or lateral),l/r/n (liquid/nasal root medial and finals),coda/root medial,"TK: lin, li:n, ljuŋ (Tai/Kra); AN: lariŋ, lutá, raraʡ, lusaʔ",2
eight,EIGHT,2,0,p,w,onset,"TK pa:t, pet, pɛ:t ~ AN walu, wal, waluʔ, walú, walo",2
eight,EIGHT,2,0,t,t,coda (TK)/coda or penultimate (AN Formosan),"TK pa:t, pet, pɛ:t ~ AN maspat, naspat, msəpac (Formosan only; not in walu-type)",3
eight,EIGHT,2,0,a/e/ɛ,a,vowel nucleus,"TK pa:t, pɛ:t, pet ~ AN walú, walo, wal, maspat",4
eight,EIGHT,2,0,pa,wa,CV onset-nucleus,"TK pa:t, pet ~ AN walu, wal, walo",2
eight,EIGHT,2,0,pet/pɛt,pat/pac,whole CVC skeleton,"TK pet, pɛ:t ~ AN naspat, maspat, msəpac",3
fall,FALL,2,0,t,t,onset,"TK: tok, tɔk, tuk, thok; AN: maʔtik, matapiway, ma-terak, mutaniʔ",4
fall,FALL,2,0,k,k/g,coda (final),"TK: tok, tɔk, tuk; AN: mahúlog, mahulog, maghúlog, kaʔuug",3
fall,FALL,2,0,pl-,bl-/lb-,onset cluster,"TK: pla; AN: milabuʔ, makəLu (for initial liquid alternation)",2
fall,FALL,2,0,l,l,medial/onset; initial/post-initial,"TK: lon, lən, lian; AN: hulug, mahulog, milabuʔ, makəLu",3
fall,FALL,2,0,ŋ,ŋ/ny,"coda/final, but also medial","TK: luŋ, taŋ; AN: manegny, mutaniʔ",2
fall,FALL,2,0,j,c/ci,onset,"TK: tjo; AN: mətúciŋ, ciŋ (both sides show palatal presence)",2
far,FAR,2,0,k,l/r,onset (before -aj/-ai/-i),"TK: k.l.a.j, klay, klaj; AN: lajo, rayi, rayoʔ, lavitsa, law",3
far,FAR,2,0,di,dayu/dawi,full form match,"TK: ⁿdi¹, ʔdi¹; AN: ʔadayyu, ʔadawwi, ʔada'yu",4
far,FAR,2,0,j/ɕ/c,j/y,"onset or internal glide (CjV, -jV-)","TK: cjei, kjɛi, cjɛi, kjɐi³⁵³; AN: lajo, rayi, mlayyu, arayi",2
far,FAR,2,0,aːi/ai/ei,ayu/awi/ay,nucleus/rime,"TK: kaːi, kei, cei, cɛ̈i; AN: laju, dayu, awi, layu",3
far,FAR,2,0,l,l,"onset, especially before -aj/-ay","TK: ljaːi, klay; AN: lajo, law, lavitsa",2
father,FATHER,2,0,p/pʰ,m,onset (TK CVC/VC+CV ~ AN CVCV with nasal),"TK pa, pɔ, phɔ; AN ama, mama, tama",3
father,FATHER,2,0,a (nucleus),a (nucleus),main vowel in core syllable,"TK pa, pɔ; AN ama, tama, mama",5
father,FATHER,2,0,ʔ (onset/preposed),ʔ (onset/preposed),optional glottal onset prefix,"TK ʔai+pa, ʔɛi+pa, ʔu:, ʔɜi+pɔ; AN ʔamaʔ, ʔamɨy, ʔabay, ʔama, ʔamoy",4
father,FATHER,2,0,pa/pɔ,pa,CVC full root-to-root,"TK pa, pa+te, pa+phɔ; AN apáng, abáʔ, tapu",2
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,m,m,initial/new onset in CVC,"man (TK) ↔ sima, ima, mafen (AN); na:m, nam (TK) ↔ sima, simá', ʃima (AN)",4
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,n,n,"C-initial, intervocalic, or coda","nam, na:m, n̪aam (TK) ↔ vondrake (AN), simani, bani (within complex forms)",2
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,k/kh,k/q,initial onset,"khai/khaj/ka:u/khui (TK) ↔ tabaq, tabak, qnuʔ, taba (AN)",3
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,l,l,initial or cluster,"la:u/lau/lei (TK) ↔ ʔaləf, l.e.m.a.k (AN)",2
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,z/j,ʃ,initial,"ziw (TK), ju (TK) ↔ ʃimaa (AN)",1
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,w/u:i,v/vo,medial or final/initial,"gu:i/hu:i/xui (TK) ↔ vondrake, avo (AN)",2
feather,FEATHER,2,0,n,ŋ,coda/final nasal,"TK: 'pun', 'khon', 'xon', 'hun', 'tsən'; AN: 'apúŋu', 'ropŋu' (Formosan); final nasals in both",3
feather,FEATHER,2,0,k/p/x,b/p,onset,"TK: 'pun', 'khon', 'xon', 'pjən'; AN: 'banus', 'barhibo', 'bagwís', 'bulu', 'bobow'",2
feather,FEATHER,2,0,u,u,nucleus/vowel,"TK: 'pun', 'hun', 'mui', 'hun'; AN: 'humul', 'gumul', 'bulu', 'kum', 'vuru'",4
feather,FEATHER,2,0,ts/c/s,b/p,onset,"TK: 'tsən', 'cən', 'sən'; AN: 'banuh', 'bulu', 'paliʔ'",2
fish,FISH,2,0,p,p/b,"onset, initial position","TK: paa, pa:, pla:, pja; AN: paʔit, paʔillɨng, ba'ət, baute",4
fish,FISH,2,0,m,b,"onset, initial position (potential nasal-voiced stop)","TK: mam, mom, məm, ma; AN: ba'ət, baute, butiŋ",3
fish,FISH,2,0,a,a,nucleus vowel,"TK: pa:, pa, pla, mam; AN: ba'ət, baute, paʔit, sira, laoka",5
fish,FISH,2,0,pl,bl/pis/fl,complex onset,"TK: pla:, phla, plaa; AN: piskaw, fia, fiagne, vily",2
fish,FISH,2,0,j,y/i,medial or onset glide/vowel,"TK: pja, pia, mjai; AN: ijana, ine, fia, vily",2
flow,FLOW,2,0,l,l,onset,"TK: lui, loi, liu, lou, laj, lǎy, lɔi, lei; AN: lui, luli, ilig, ilog, lulo, loɖo",5
flow,FLOW,2,0,ui/iu,ui/uli/uli,nucleus (main vowel/glide),"TK: lui, liu, ɹiu, liuʔ; AN: lui, luli, mthului, qluli, mqluiʔ",4
flow,FLOW,2,0,lo,lo/lulo/loɖo,"CVC skeleton (onset+lateral, vowel nucleus)","TK: loi, lou, lɔi, lou, ɹou; AN: loɖo, lulo, moloðo, mwaloɖo",4
flow,FLOW,2,0,ɹ/l,l,onset (liquid),"TK: ɹiu, ɹou, lou, lui, loi, laj; AN: luli, loɖo, lulo, ilig",3
fog,FOG,2,0,m,m,onset,"TK: mok, mo:k, mon, mun, muŋ | AN: mig, hamog, mig glogampol",4
fog,FOG,2,0,mo(k),mog,CVC skeleton (bilabial onset + back vowel + velar coda),"TK: mok, mo:k, mɔk | AN: hamog, tun-og, ogaog",3
fog,FOG,2,0,u/o,o/u,nucleus (medial vowel),"TK: mok, mo:k, mou, muŋ | AN: hamog, tun-og, pukuŋ, ule(p)",3
fog,FOG,2,0,k,k/g,coda (final consonant),"TK: mok, mo:k, mɔ:k | AN: hamog, harbuk, tun-og",3
fog,FOG,2,0,l,l,"onset (of the first or second syllable, especially in compounds)","TK: lam.mo:k, lɐp+moːk | AN: lalemdem, alipuop, lalemdem",2
four,FOUR,2,0,s-/θ-,p-/f-,onset,"TK: si, səi, sei, θɜi, θəi, sɘi | AN: pat, apat, upat, fat, efat, paat, supat",3
four,FOUR,2,0,-i/-ei,-at/-atə,nucleus + coda,"TK: si, sei, θei, səi | AN: pat, paat, apat, supat, spat, pa:tə",3
four,FOUR,2,0,p-,p-,onset (Kra TK forms),"TK: pau, pu | AN: pat, upat, apat",2
four,FOUR,2,0,f-,f-,onset,"TK: fei (Lakkia) | AN: fat, fɔt, efatra",2
four,FOUR,2,0,au,at,nucleus + coda (Kra TK forms),"TK: pau, chau | AN: pat, fat",2
four,FOUR,2,0,sh-/ɬ-,s-/sp-,onset (fricatives),"TK: shi, ɬɛi | AN: spat, supat, ŝəpát",2
fruit,FRUIT,2,0,ma,bu(a),initial syllable,"TK: ma:k, maːk, maj, mai (spread across Tai, Kra); AN: bua, buai, boa (Formosan/MP); also buŋa, bonga, bungo",3
fruit,FRUIT,2,0,lam,lam,base/root,"TK: lam (Kam-Sui), la:ʔ; AN: lameh, lamɨh",2
fruit,FRUIT,2,0,som,so/sa,base/root,TK: som (Tai); AN: masoʔo (Formosan),1
fruit,FRUIT,2,0,k,ʔ,coda position,"TK: ma:k, la:ʔ; AN: buaʔ, boay, see also buak/b.u.a.k",2
fruit,FRUIT,2,0,n/l,ŋ,coda or second syllable onset,"TK: nam, lam (Kam-Sui/Lakkia); AN: buŋa, bonga, boŋ, bɨŋɨ",2
good,GOOD,2,0,d/l,p/b,onset of CV(V) syllable,"TK: dai, di, lai, laːi, din (Tai, Kam-Sui, Lakkia); AN: pia, mapia, bye, fia (Western MP, SHWNG)",3
good,GOOD,2,0,ai/i,ia/ie,nucleus of main syllable,"TK: dai, di, lai; AN: pia, fia, mapia, bye",3
good,GOOD,2,0,ŋa,ŋa,"full syllable, possible nursery/expressive",TK: ŋai (Kra); AN: ŋaʡay (Formosan),2
good,GOOD,2,0,n,n,"medial, sometimes full syllable","TK: nən (Kam-Sui), din (Hlai); AN: naŋuwaʔ, mamanə́ŋə, nabalú (Formosan/Western MP)",2
grass,GRASS,2,0,kaŋ/kan,kam-/kan-,onset + initial syllable,"TK: kan¹ (kam_sui), kaŋ¹, kan.³ (hlai); AN: kaman (formosan), kiʔman (formosan)",4
grass,GRASS,2,0,ŋ/lom/lum,lum/lon,rhyme/CVC skeleton,"TK: lɜm²⁴, lʊm²⁵, ɹʊm²⁴; AN: lumun (western_mp), vilona (western_mp - potential alignment)",2
grass,GRASS,2,0,ja-/y-,ʈa-/la-,"onset, open syllable","TK: ja:.³, jaa, jə:, yâa; AN: ʈaɭunan (formosan), laits (formosan)",2
grass,GRASS,2,0,h/k initial,k/g initial,onset,"TK: hɣɔk.⁸, kja:k.⁷; AN: kaman, kiʔman, gamhon",3
grass,GRASS,2,0,m coda,m/n coda,coda (nasal),"TK: jəm, ɣəm, ləm, zum; AN: kaman, lumun, gamhon, kiʔman",3
green,GREEN,2,0,h,m,onset,"TK: heu, heou, hju; AN: miraqat, mɨilɨm, mahintso, malanhi",3
green,GREEN,2,0,j,h,onset,"TK: jau, jɛɜu, jaːu; AN: hijau",2
green,GREEN,2,0,khi-/khe-,hi-,onset cluster,"TK: khiu, khiau, khe:u, khi:u; AN: hijau",2
green,GREEN,2,0,Vru/u,iru/iru,rising diphthong/coda,"TK: jau, heu, hju, jeːu; AN: biru, hijau",2
green,GREEN,2,0,lVk/lɔk,lVn/lVŋ,syllable skeleton,"TK: lok, lɔk; AN: lanhi, malaŋilo, laluwas",2
grow,GROW,2,0,t,t,onset (CV skeleton),"TK: to:, too, tom, tə:p; AN: tubu, tupu, tipu, toboʔ",5
grow,GROW,2,0,o,u,nucleus (CVC and CVV/CVV structures),"TK: to:, too; AN: tubu, tuvu, tupu, tubo",3
grow,GROW,2,0,"-p, -m","-b, -bu",coda (CVC) or medial (CVVCV / CVCVCV),"TK: tom, tə:p; AN: tubu, toboʔ, túbu",3
grow,GROW,2,0,"l, loŋ, lu:ŋ","lumu(k), leŋaw",onset and body,"TK: lu:ŋ, loŋ; AN: lumuːk, leŋaw",2
grow,GROW,2,0,m(a/n)-,"ma-, mar(a)-, man-",prefix (verbal/causative/actor-focus morphology in both),"TK: man.⁵⁵, jaɨ.²_ma:.¹; AN: marakiyas, ma-leŋaw, manúbo",2
hand,HAND,2,0,m,m,onset,"TK: mje¹ (Kam Sui), mie¹ (Kam Sui), mɨ:¹ (Tai), meɯ1 (Hlai); AN: muca (Formosan), lima (W.MP), imá (Formosan), himaʔ (Formosan)",5
hand,HAND,2,0,i~ɨ,i,nucleus vowel,"TK: mie¹ (Kam Sui), mɨ:¹ (Tai), mɨɨ (Tai); AN: lima (W.MP), imá (Formosan), nima (W.MP variant)",4
hand,HAND,2,0,ŋ,n,coda,"TK: muŋ33 (Kra/Tai), mɨŋ.² (Tai), fɯŋ²³¹ (Tai); AN: tanagna (W.MP), dengen (W.MP), lima (no nasal coda but common in numeral uses); note: some AN forms lack nasal coda, others show n in derived forms.",2
hand,HAND,2,0,f,h~∅,onset,"TK: fɯŋ²³¹, foŋ³¹, fəŋ²¹ (Tai); AN: himaʔ (Formosan), also compare Malay tangan (sometimes “h” in AN reflects TK labial/fricative onset; but weak support)",2
hand,HAND,2,0,j (or i~j in CjiV),y~j,onset/link,"TK: mje¹ (Kam Sui), mja¹ (Kam Sui); AN: kamay (W.MP), kamáy (W.MP; palatal approximant or glide in both sides)",2
head,HEAD,2,0,k,k/g,onset,"TK: kau, kaːu, kɐu, klɐu, kɛu; AN: kolo, kuluh, kepala, gulu",4
head,HEAD,2,0,kj/cj/ç/c,k,onset cluster/affricate to stop,"TK: kjɛu, kjɐu, cɐu, cjɐu, cɕɐu; AN: kolo, kuluh",3
head,HEAD,2,0,au/ɐu/ɛu,"ulu, ulo, uo",nucleus/diphthong to disyllabic -ulu/-ulo,"TK: kau, klɐu, cjɐu, kjɛu, kɐu; AN: ulu, ulo, u.l.u.n, u.l.o.h, gulu",4
head,HEAD,2,0,h/hu,h/ho/hu,onset,"TK: hua, ho:, hǔa; AN: oho, kuluh, uhoh, ʔohoʔ",2
head,HEAD,2,0,ʔ,ʔ,glottal onset,"TK: ʔbau; AN: ʔulu, ʔuyo, ʔohoʔ",2
head,HEAD,2,0,p/b,p/b,onset,"TK: pəi, păk; AN: paˈjo, b̂úŋuʔ, btunux",2
head,HEAD,2,0,gw/gu,g,onset,"TK: gwou, gau; AN: gulu, gu- in luŋgoŋo",2
head,HEAD,2,0,m,b/m,onset,"TK: mpa, mpai; AN: b̂úŋuʔ, btunux",2
heavy,HEAVY,2,0,n,n,onset,"TK: nak, nàk, naŋ, nɐk; AN: nadammat, na-dagsen, nadag'sɨn, nìwⁿì",5
heavy,HEAVY,2,0,k,t,coda/final,"TK: nak, lak, nàk; AN: bug'at, mabigɨt, magabat, biyat, nadammat, malbat",3
heavy,HEAVY,2,0,l,l,onset/medial,"TK: lak, lan; AN: belʔat, malbat, mattao, mjaɾbak, bug'at",3
heavy,HEAVY,2,0,a,a,"vowel, initial syllable","TK: lak, nàk, han, jan, tan; AN: mattao, malbat, mabigɨt, magabat, nadammat, mahuna, mane",4
house,HOUSE,2,0,b-/ba-,b-/ba-,"onset, initial syllable","TK: baan̪, ba:n, b.aː.n; AN: balay, bale, baay, baliʔ, baray, binalay",5
house,HOUSE,2,0,l-/la-,l-/la-,"onset, initial syllable","TK: laːn, la:n; AN: lumaʔ, lumaq, l.a.m.i.n, lagkaw",4
house,HOUSE,2,0,-an/-aːn/-ən,-ay/-an/-aɲ/-i(n),"nucleus+coda, rhyme","TK: baan̪, ba:n, ɣaːn, laːn, ja:n; AN: balay, baray, beléyén, lumaʔ, bʌ'lɨy, balɨy",3
house,HOUSE,2,0,ɣ-/h-/ʝ-,h-,"onset, alternate initial","TK: hən, hə:n, ɣaːn, ʝaːn; AN: humáq, house rarely but some Formosan",2
house,HOUSE,2,0,"j-/ja-, ɹ-","y-/ya-, r-","onset, alternate initial","TK: ja:n, ʝaːn, ɹaːn; AN: yadawan, rumáq̂, ruma",2
how,HOW,2,0,h-,h-,onset,"TK: hɐu, hu, ha, hat. AN: howa (from ahoa), hola (from laisawa, lewa)",3
how,HOW,2,0,n-,n-,onset,"TK: nu; AN: nanu, inon, innunar, anona, nak-, nan- from nan- shapes",4
how,HOW,2,0,k-,k-,onset,"TK: ku, kra initial in kra forms. AN: kura, kasano, kaino, kemudakuda",2
how,HOW,2,0,ŋ/-ŋ,-n/-ŋ,coda,"TK: jaaŋ, tɐŋ, saŋ; AN: pangan, inon, nanu, sonanu",3
how,HOW,2,0,-a(ː)-,-a(ː)-,main vowel nucleus,"TK: hat, pan, ja:ŋ, ha; AN: paano, anona, sana, makananu",2
how,HOW,2,0,j-,y/w-,onset,"TK: jaaŋ, ja:ŋ; AN: paywán, lewa (liaison w), laisawa",2
how,HOW,2,0,p-,p-,onset,"TK: pin, pan, pe:n; AN: paŋno, paano, papiaini",4
husband,HUSBAND,2,0,p/b,b,onset,"TK 'pa:n', 'pou', 'po', 'pu'; AN 'bana', 'bawag', 'binə(h)'",3
husband,HUSBAND,2,0,k/kʷ,k,onset,"TK 'kwaːn', 'kaːn', 'kɣa:u', 'ka.la:u'; AN 'kahakey', 'kaʔamba', 'kataguin', 'kawiŋ'",3
husband,HUSBAND,2,0,la/u,la/li,onset/root-initial,"TK 'la:k', 'la:u', 'lak.kjei'; AN 'lalake', 'larai', 'laraki', 'lagai'",3
husband,HUSBAND,2,0,ʔai/ʔɛi/ʔɜi,aCa-/ay,onset/full root,"TK 'ʔai', 'ʔɛi', 'ʔɜi', 'ʔai+kwaːn'; AN 'asáwa', 'asawang', 'asawa ay', 'ayuzi', 'a.j.u.z.i'",2
husband,HUSBAND,2,0,sa(u),swa/suami,onset,"TK 'sau', 'sǎamii'; AN 'swa', 'suami'",2
husband,HUSBAND,2,0,ph,fa/v,onset,"TK 'pho', 'phua'; AN 'faʔi(nay)', 'vaɬau', 'vady'",2
husband,HUSBAND,2,0,n,n,coda/medial,"TK 'nie', 'mbaːn', 'pan', 'maninai'; AN 'bina(h)', 'maninai', 'binə(h)', 'man'",2
if,IF,2,0,ka/ko/kɔ,ka/ga/ɣa,onset or coda in CVC/CVCV shapes,"TK: la:ŋ.¹, ju.²_ko.³, ʔi³³+ko⁵³, hi³³+kɔ⁴⁵; AN: uka, maga, ɣaʔ, uka",4
if,IF,2,0,ŋ,ŋ/ng,coda or syllable-final,"TK: la:ŋ.¹, na:ŋ.⁶, ka:ŋ.³_nau.²; AN: maʔeŋ, nung, kuŋ, kong",4
if,IF,2,0,la/lɐ,"la, lafa, lahai, lɣa",syllable onset,"TK: la:ŋ.¹, laŋ³¹+ko³³, la:i.³; AN: lafa, lahai, lɣaʔ",3
if,IF,2,0,ja/ji/jɔ,ya/ʔa/ʔa,"onset vocalic segment, sometimes initial glide","TK: jak.⁷, ji.²_ko.³, ji²¹+kɔ⁴², jɔk.⁸_si.⁶; AN: ʔano, hoci, ano si",2
if,IF,2,0,na/nɐ/nɜi,"na, ano, nasi, paina",initial or medial,"TK: nɐŋ²¹+nɐu³¹, na:ŋ.⁶, nɜi²¹+sɘi³⁴; AN: nasi, ano si, paina",2
intestines,INTESTINES,2,0,s,t,"onset, CVC/CVVC shape","TK: sai, sa:i, sɐi; AN: tinai, tnaʔi, tinaqi, tináy",3
intestines,INTESTINES,2,0,ai~a:i,ai~aʔi~ay,"nucleus, diphthong","TK: sai, ha:i, la:i, ra:i; AN: tinai, tnaʔi, tináy",4
intestines,INTESTINES,2,0,l~r,n,"medial, onset to medial","TK: la:i, ra:i; AN: tinai, tinaqi, tináy",2
intestines,INTESTINES,2,0,h~kh,s,onset (marginal),"TK: ha:i, khɣəi, sha:i; AN: sine, sne, sii(u), sóeu",2
knowsomething,KNOW (SOMETHING),2,0,ku/hu/khu,kau/maw/motau,"CVC (onset + nucleus, sometimes nasalized or with additional coda)","TK: 'khuŋ1', 'khoŋ1', 'khu:ŋ.¹', 'khuaŋ1', 'hu:.⁴', 'hu:.⁶'; AN: 'mau', 'motau', 'mammuan', 'mun'",3
knowsomething,KNOW (SOMETHING),2,0,l-/lu-/lo-/la-,lam/alám/ʔalam,initial onset + low vowel (possibly with nasal coda),"TK: 'lo.⁴', 'lu:.⁷', 'la.'; AN: 'raLam', 'maẓalám', 'ʔalam', 'ki'lala'",4
knowsomething,KNOW (SOMETHING),2,0,ru-/rou-/rúu,lam/alam,rhotic/lateral onset + low vowel,"TK: 'ru:.⁴', 'rou.⁴', 'rúu'; AN: 'raLam', 'maẓalám', 'ʔalam'",2
knowsomething,KNOW (SOMETHING),2,0,ʔla-,ʔaˈlam/ʔáðam,glottal initial with lateral cluster,"TK: 'ʔla.³⁵'; AN: 'ʔalam', 'ʔáðam'",2
knowsomething,KNOW (SOMETHING),2,0,ʔd-,ʔaðam,glottal stop + voiced stop in onset,TK: 'ʔde.⁵⁵'; AN: 'ʔáðam',1
knowsomething,KNOW (SOMETHING),2,0,tV-,tan/tend-,alveolar stop onset,"TK: 'toŋ.³'; AN: 'tngon', 'tendek', 'amton'",2
lake,LAKE,2,0,ŋ,naw/naw,coda/final cluster,"TK: laːŋ, waŋ, nɔŋ; AN: danaw, banaw, lanaw",4
lake,LAKE,2,0,l,l,onset/medial,"TK: laːŋ, le:; AN: lanaw, lawa, lebbeng",3
lake,LAKE,2,0,tam/ndam,danaw/dánaw,CVC onset + medial nasal,"TK: tam, ndam; AN: danaw, dánaw",4
lake,LAKE,2,0,w,w,final or medial,"TK: waŋ, le:sap; AN: banaw, lawa, lanaw",3
lake,LAKE,2,0,hou/hʌu/hɔu,lawa,monosyllabic nucleus/diphthong,"TK: hou²⁴, hʌu²³¹, hɔu²³¹; AN: lawa, láwa",2
leaf,LEAF,2,0,b,b,onset (initial),"TK: bɤi, bai, baj, beɨ; AN: ba-, biæʔ, boloŋ, buŋ",5
leaf,LEAF,2,0,ɓ,β / ß / v,"onset (initial, potentially voiced/fricative)","TK: ɓeɯ, ɓɤ̆ŋ; AN: βiraɦ, viraɦ, ʔaßaɣ",3
leaf,LEAF,2,0,aɨ~ai~ɤi,au~aw~ao,nucleus/diphthong (main vowel(s)),"TK: bai, baj, bɤi, baɨ; AN: daun, daʔun, rau, ba-...au forms",4
leaf,LEAF,2,0,m,w,"onset (TK variant), or laterals/w in AN","TK: mai, maɨ; AN: waso, rau, rerau, w-internal in daʔun etc.",2
leaf,LEAF,2,0,l,r,"onset (less common), especially in Kra/Hlai vs Formosan/MP","TK: le, lɤi; AN: rau, rerau, raqon",2
leaf,LEAF,2,0,ŋ,ŋ,coda/final,"TK: ʔdia:ŋ, ʔdɛŋ, ɓɤ̆ŋ͕; AN: boloŋ, buŋ, spuŋu",3
left,LEFT,2,0,s,v/w,onset,"TK: sa:i, soːi, suːi; AN: vili, wiri, wigi",4
left,LEFT,2,0,ai/oi/ɯi/əi,i/iː/iri,nucleus; syllable rhyme,"TK: sa:i, sɯːi, soːi, θuəi; AN: vili, wiri, iíri",3
left,LEFT,2,0,p/b,b,"syllable onset, especially in disyllabic/compound forms","TK: pa:i, pi_li_fəi; AN: bibang, bibɨŋ, baciki",2
left,LEFT,2,0,ŋ,ŋ,nasal coda (where present),"TK: ʔbɨ:ŋ, paŋ, maŋ; AN: bibang, gibaŋ, diwaŋ, ʔibɨŋ",3
mosquito,MOSQUITO,2,0,ɲ/ȵ/ń,n,onset,"TK: ȵɔŋ, ńɔŋ, ɲoŋ, ńuŋ; AN: n.a.m.u.k, nʲ.a.m.u, lamúk ('n' in onset or medial position in several MP forms)",2
