concept_id,gloss,generosity,is_nonhit_control,tk_segment,an_segment,context,support,confidence
buttocks,BUTTOCKS,2,0,pV/bV,pu-/bu-,onset,"TK: pui, pu (ʔa.pu.ćy); AN: pujaq, bure, papa",3
buttocks,BUTTOCKS,2,0,sɐk/ɕak/tɕak,kore/kunu,onset cluster or prefix,"TK: ɕak+hɐi, tɕak+kʌm; AN: kore-, kunu-",2
buttocks,BUTTOCKS,2,0,-ŋ,-ŋ,coda/final,"TK: suŋ, ma.lun; AN: tuŋaiku",2
canoe,CANOE,2,0,p,p,onset,"TK: pa:i, ʔba:ŋ, bai; AN: perahu, pōpao, aːpo, aikarua",5
canoe,CANOE,2,0,b,b,onset,"TK: bai, ʔba:ŋ; AN: baru, labuhe",4
canoe,CANOE,2,0,f,v/w,onset,"TK: fa:ŋ; AN: va!a, vaka, waka, waŋga, wog, wi_aːmpu",4
canoe,CANOE,2,0,ŋ,ŋ,coda/onset (nasal stop),"TK: fa:ŋ, ʔba:ŋ; AN: waŋga, aiŋgarua, !aiŋgarua",4
canoe,CANOE,2,0,l,l,onset/intervocalic,"TK: lɨa., lua.; AN: làkana, labuhe, mola, iola",3
canoe,CANOE,2,0,a,a,nucleus,"Widespread in both: pa:i, bai, lɨa., lua., waka, va!a, vaka, làkana",5
carry,CARRY,2,0,ta,pa,CV onset+vowel (root initial),"TK: ta:i, ta:i, tai; AN: mapa, hāpai, pai",4
carry,CARRY,2,0,ka,ka~ha,CV onset+vowel (root initial),"TK: kaːŋ; AN: kawe-a, hāpai, hoʔa",3
carry,CARRY,2,0,wa,wa~hua~ua,V(C) onset; glide onset,"TK: kwaŋ, juəm; AN: wai, hua-, vua-, ɣua-, kawe-a",2
carry,CARRY,2,0,ma,ma,whole root or prefix,"TK: ma:n, pa:ma:, ma:; AN: mapa, maʔu, amo",2
chest,CHEST,2,0,tak/ʔak,fata,"CVC skeleton, alveolar stop","TK: tak⁷, taʔ⁷, ʔak⁵⁵, ʔăk45, ʔək⁷; AN: fata, fat-fata",3
chest,CHEST,2,0,p-,p-,"onset, initial","TK: pa³³+ʔɐk⁴⁴, pak, pu.⁴_wi:n.²; AN: poho, pata-, papa-, kopa-",4
chest,CHEST,2,0,k,k,onset or coda/direct mapping within CVC,"TK: tak⁷, ʔok, ʔak, păk212; AN: koba-, kopa-",3
chest,CHEST,2,0,na-,nga/-ŋ,prefix or final nasal,"TK: na³_ʔak⁷, na:.³_ʔək.⁷; AN: aragna, apoŋa, w'ɔriŋ, harangna",2
chew,CHEW,2,0,ń/ɲ/ȵ,m,onset,"TK: ńa:i, ȵɐm, ȵaːi; AN: mam, mamam, mama, mama'ʔin",3
chew,CHEW,2,0,a:i/aːi,aCa/aCaC/aCaʔ,vowel and following segment(s),"TK: ńa:i, ɲaːi; AN: mama, mamam, mapapaq, mama'ʔin",3
chew,CHEW,2,0,k/kh,k/p,onset or coda,"TK: kiaw, khiau, keu, mha:k; AN: makusaʔəsaʔəmə, m.a.p.a.p.a.k, mapapaq, papaq",2
chew,CHEW,2,0,ŋ,"ŋ, ng or n",coda or onset,"TK: ŋau, ńa:ŋ, ńa:n; AN: moŋindaan, mamaing, usangon",2
chicken,CHICKEN,2,0,k,k,onset,"TK: kai, kaj, ka:i, khai / AN: kakarai, karai, kakaruk, kua, kokora-, kio, kukua",5
chicken,CHICKEN,2,0,ai,ai,nucleus (vowel),"TK: kai, kaj, kɐi / AN: karai, kakarai",4
chicken,CHICKEN,2,0,q,k,onset (possible glottal/velar interplay),"TK: qai, qa:i / AN: kakara-, kokora-, kio",3
chicken,CHICKEN,2,0,a,"a, ɔ",vowel nucleus,"TK: ka:i, kai / AN: kokora-, kakara-, kɔkɔra-, akua",3
chicken,CHICKEN,2,0,i,"io, i, ua","V1→V2, nucleus/glide","TK: kai, kɐi / AN: kio, kua, kiyo",2
child,CHILD,2,0,l,l,initial onset,"TK: lɤk, lɯk; AN: laqi, laʡi, laqihán, walak",5
child,CHILD,2,0,l,w,initial onset alternation,"TK: lɤk; AN: wawaʔ, walaʔo, walak, wata'",2
child,CHILD,2,0,k (coda),k/q/ʔ (coda),final coda,"TK: lɤk, lɯk; AN: laqi, laqihán, walak, anak, anaʔ",4
child,CHILD,2,0,ŋj-/ŋV-,ng,syllable/final cluster or reduplicated child forms,"TK: lɤk+ŋje, lɯk+ŋje, lək+ŋje; AN: budang, abeng, ʔungʔungnga",2
child,CHILD,2,0,lɤ-/lɯ-,"la-, wa-, a-",word onset; CVC/CV structures,"TK: lɤk, lɯk; AN: laqi, walak, anak, awa(w)",3
choose,CHOOSE,2,0,l,l,onset (medial in AN); onset in TK,"TK: lɨak, lək, la:i; AN: pili, piliʔ, pilin, pilian",5
choose,CHOOSE,2,0,k,ʔ,coda,"TK: lɨak, lək, lik; AN: piliʔ, pɨliʔ, píliʔ",3
choose,CHOOSE,2,0,V,i,vowel nucleus,"TK: lək, lek; AN: pili, pilin, pilian",4
choose,CHOOSE,2,0,n,n,coda,"TK: ceːn, seːn, θɛn; AN: pilin, pilien, pilian",4
choose,CHOOSE,2,0,s,p,"onset (less consistent, possible AN causative prefix p-)","TK: suən, swe:n, siːn; AN: pili, pamili, puli, pənili",2
climb,CLIMB,2,0,p/k,k,"onset, CVC root","TK: ka:n, khɨn, pən, peːn; AN: kalat, kudadaʔ, ka'ʔab, kayat",3
climb,CLIMB,2,0,n,n,coda or syllable-final,"TK: pən, pin, ka:n; AN: manakis, manakiʃ, ponik, pɨmɨnahik",3
climb,CLIMB,2,0,m/p,m,"prefix or root-initial, frequent nasalization in both families","TK: me:n, pa:i, pwa, mə:; AN: manakis, muiʈas, mo-botulo, mkaro",2
climb,CLIMB,2,0,a,a,"main vowel, lexical root","TK: ka:n, pa:i, laːn; AN: kalat, saka, manakis",3
climb,CLIMB,2,0,ch/č,k/s,"root medial, possible palatalization or fortition in TK, velar/sibilant in AN","TK: cha, ćha; AN: saka, sakà, kayat",2
cloud,CLOUD,2,0,m-/ma-,"mu-/ma-/lu-, ru-","onset, CV- skeleton","TK: 'mêek', 'meek', 'me:k', 'mɔk', 'mok'; AN: 'malukut', 'lu:luŋa', 'LuLem', 'ruluŋ', 'runə́v', 'rum'",3
cloud,CLOUD,2,0,fa-/pha-,"pa-/fa-, ba-",onset,"TK: 'fa', 'fha', 'pha', 'faʔ', 'pha45'; AN: 'paŋá:nud', 'plabu', 'panganud', 'búnot', 'binaβa'",3
cloud,CLOUD,2,0,"lu, lun","lu-, ru-",onset (CVC forms),"TK: 'lu.', 'lun.', 'lu.⁴²'; AN: 'lu:luŋa', 'ruluŋ', 'LuLem', 'runə́v', 'yuluŋ'",4
cloud,CLOUD,2,0,-k (coda),"-m, -ŋ, -n (coda)",final,"TK: 'mɔk', 'la.mok', 'muk', 'de:k', 'meek'; AN: 'rom', 'kuləm', 'LuLem', 'luŋ', 'runə́v', 'kum', 'ruŋ'",2
cloud,CLOUD,2,0,bun/bən,bun/bon,"CVC, full syllable","TK: 'ʔbun', 'bən'; AN: 'bunot', 'ambun', 'labon'",3
cloud,CLOUD,2,0,kwa-/hwa-,ku-/hu-,onset,"TK: 'kwa', 'hwa'; AN: 'kuʈem', 'kuləm', 'hamhum', 'hum'",2
come,COME,2,0,maː,ma-,word onset; whole stem,"TK: ma:.¹, maa, m.aː (Tai); AN: maŋay, mayi, magabót, ma-ŋetjez (W.MP, Formosan)",4
come,COME,2,0,taŋ/tau,taŋ/tay,CVC/CVVC skeleton; stem,"TK: taŋ¹, tau³⁴³, taŋ.², ta:u.⁵ (Kam-Sui, Tai); AN: datang, mayi, mangay (W.MP)",2
come,COME,2,0,luŋ,lu-,word onset,"TK: luŋ.³¹ (Kra); AN: luðaʔ (Formosan), alu (Formosan)",2
come,COME,2,0,mɯn/pɯn,mun/mon,"CVC stem, nucleus & coda","TK: mɯ:n1, pɯ:n1 (Hlai); AN: m.u.n.a.j, m.o.n.d.o.k (Formosan, W.MP)",2
come,COME,2,0,pɯn,ban-,onset; possible labial mapping,"TK: pɯ:n1, phɯ:n4 (Hlai); AN: bainin (Formosan)",2
come,COME,2,0,rama,rama,whole word; reduplicated,"TK: (none direct); AN: rama, jaɾama, ɾama (Shwng)",1
cooksomething,COOK (SOMETHING),2,0,tuŋ / tum / tom / du,lutu / duto / loto / muta(l) / duto / lotoq,root onset and nucleus (CVC structure),"TK: tuŋ¹ (Kam-Sui), tom³ (Tai), tum³ (Tai), ʔdu³¹ (Kra); AN: lutuin, duto, lotoq, lut(u), maluto",4
cooksomething,COOK (SOMETHING),2,0,luŋ / lu,lu(to/in),onset + nucleus,"TK: luŋ¹ (Tai), ljoŋ¹ (Kam-Sui); AN: lutuin, ilútu, maluto, aglu:to",3
cooksomething,COOK (SOMETHING),2,0,huŋ / hjuŋ,hu(tu) / ha(nat) / húa(t),onset 'h' in CV(C) syllables,"TK: huŋ³ (Tai), hjuŋ¹ (Kam-Sui); AN: mahúʔil, mahanat, maŋuát",2
cooksomething,COOK (SOMETHING),2,0,saːu / śau / śuŋ,su(nʔad),sibilant onset in CCV/CSV; rare,"TK: śau³⁵ (Kra), saːu³ (Kam-Sui), śuŋ¹ (Kam-Sui); AN: súnʔad",1
cooksomething,COOK (SOMETHING),2,0,tam / tham,tama,bilabial/laminal 't-m' root,"TK: tam² (Tai), tham¹ (Tai); AN: fatama",1
correctright,CORRECT (RIGHT),2,0,t,t,onset initial,"tai to:i, tɔːi; western_mp tapat, tut'tuwa; formosan tama",4
correctright,CORRECT (RIGHT),2,0,m,m,onset (esp. prefixed),"tai mɛn, mɛ:n, kra məi; formosan ma-tama, western_mp man-jary, minatuód",3
correctright,CORRECT (RIGHT),2,0,ŋ,ŋ,coda or medial,"tai teːŋ, teaŋ, tɪːŋ; formosan maylaʔoz, western_mp meraŋ, shwng molaŋ",3
correctright,CORRECT (RIGHT),2,0,th,t,aspirated onset vs. plain; both 'correct' senses,"tai thuk/thùuk/thu:k; an tapat, tut'tuwa",2
correctright,CORRECT (RIGHT),2,0,d,d,onset/non-initial,"kam_sui ʔda:u, hlai diu, formosan dadu, modudug",2
cry,CRY,2,0,ŋ,ŋ,"onset, medials (CVC/CVŋ)","TK: hɔ:ŋ, bɔ:ŋ, rɔ:ŋ, ŋai; AN: taŋis, tumaŋi, hömaŋih",5
cry,CRY,2,0,ai~ai,aŋi~angi~anis,nucleus/vowel sequence,"TK: hai, hɔ:ŋ_haj, tai; AN: maŋi, tumaŋi, tangis",4
cry,CRY,2,0,h,h~ʔh,onset or prefix,"TK: hai, hɔ:ŋ, h.a.j; AN: hömaŋih, hœmaŋih",3
cry,CRY,2,0,t,t,"onset, CVC","TK: tɜi, tɛ̈i, tɐi; AN: taŋis, tumaŋi, t.a.ŋ.i",4
cry,CRY,2,0,pl,bl/mpl,"cluster onset, rare","TK: plĩe; AN: (no direct match, weak support with some AN clusters: mattangi-c)",1
cut,CUT,2,0,k,k,onset / CVC skeleton,"TK: kat, qat, ke:t, kat.⁷; AN: kat, kut, ko-xorɪs, kokoti",5
cut,CUT,2,0,t,t,coda,"TK: kat, tat, tɛt; AN: tat, tak, kut, teɾ, tak, tɔk",5
cut,CUT,2,0,a,a,nucleus vowel,"TK: kat, qat, tat, ca:p, ci:t; AN: kat, tat, tak, tare, paka",4
cut,CUT,2,0,s,t͡ʃ ~ s,onset,"TK: sit, set, sɔi; AN: sikefi, -spɛ, -t͡ʃavi",2
cut,CUT,2,0,t,d,onset (lenition in AN),"TK: tat, tɛt; AN: mandidy, mandily, mandìdy",2
daynotnight,DAY (NOT NIGHT),2,0,v-/w- (onset),al-/ar-/aw- (onset),"syllable onset, especially in 'wan/van' vs 'alaw/aldaw/araw'","TK: van, wan, wɔn, wɐn (kam_sui, tai); AN: alaw, aldaw, araw, aldao, allo (western_mp)",4
daynotnight,DAY (NOT NIGHT),2,0,-an/-ən/-on/-ɔn (rime),-aw/-ao/-o (rime),syllable rime; open syllables ending in nasal or open vowel,"TK: van, wan, wɔn, wɐn, ŋon, ŋɔn (tai, kam_sui); AN: aldaw, araw, aldao, allo (western_mp)",4
daynotnight,DAY (NOT NIGHT),2,0,p-/b- (onset in alternate forms),al-/ar-/aw- (onset),marginal onset alternation,"TK: pan, paːn, pai (kam_sui, tai, hlai); AN: alaw, aldaw, araw, allo",2
daynotnight,DAY (NOT NIGHT),2,0,kaŋ/toŋ/caŋ (CVŋ backbone),ramuiya/ras/raria/hanian,whole-word structure; forms outside main 'wan/van' cluster,"TK: kaŋ, toŋ, caŋ (tai); AN: ramuiya, ras, raria, hanian (formosan/shwng)",2
daynotnight,DAY (NOT NIGHT),2,0,h- (onset; kra alternants haŋ),"h- (onset; hanian, hilaLan)",syllable onset in some Formosan,"TK: haŋ (kra); AN: hanian, hilaLan (formosan)",1
die,DIE,2,0,t/th/d,m,onset,"TK: tai¹, taːi, thaj323, da:u2 | AN: mate, mati, maty, mɛte, mae",3
die,DIE,2,0,aj/aːi,at/et/e,nucleus/coda,"TK: taːi, t̪aai, thaj323 | AN: mate, maty, mɛte",3
die,DIE,2,0,da/ɬa,d/m,onset variation,"TK: da:u2, ɬa:u2, zui6 | AN: dɔ̂:, mate, mati, diso",2
die,DIE,2,0,p,mb,"onset (Kra, oceanic clusters)","TK: pɛ̃53 | AN: mbu, mbʌ, mbwə",2
dig,DIG,2,0,w-/ʋ-/v-,k-,initial onset,"TK: wa:t, weːt, wɛ:t, waːt, ʋeːt, va:t; AN: kali, kalín, kutkot, kuli, kerut, komowih, kmbərih",3
dig,DIG,2,0,-at/-ɛt/-eːt,-al/-ar/-at/-ot (sometimes -in),rhyme/coda,"TK: wa:t, weːt, wɛ:t, waːt; AN: kali, kalot, kalín, kutkot, magkalot",3
dig,DIG,2,0,ŋw-/ŋu-/ŋwe-,k- (possibly nasal infixation in AN),nasal+onset,"TK: ŋwaːt, ŋweːt, ŋuət; AN: kmari, kmbərih, kméhur (nasal clusters in AN Formosan)",3
dig,DIG,2,0,p-/b-,b-,initial onset (minor type),"TK: pa:k, ba:k; AN: βai, bijai",2
dog,DOG,2,0,ma,asu,CVC root (TK onset + AN onset),"TK: mǎa, maa, ma⁵⁴ʔ, ma:; AN: asu, aː.s.u, aso, asʰu",4
dog,DOG,2,0,m(h/w)a,wa/va,onset (labial: nasal/fricative glide correspondence),"TK: mha, hwa, <p>̃hwa¹, m̥a¹; AN: wazu, wasu, wacu, avʔu, abʔu",3
dog,DOG,2,0,k(h),k/g,onset,"TK: khuə̃.¹; AN: ka:hu, kapuna, kiruʔ, gayam",2
dog,DOG,2,0,li; ti,ri; i,onset (alveolar - possibly via lateral or palatalized evolution),"TK: li.⁰_oi.³³, li.⁰_qoi.²⁴, ti21_ma35; AN: kiruʔ, idò, i.d.u.ʔ",2
dog,DOG,2,0,pha,fa/ʔa,"onset, aspirated/fricative oral","TK: pha4; AN: fiawera, abʔú, ʔah'ɔ",1
drink,DRINK,2,0,n,n/m,coda (CVC) or medial,"TK: kin, kɨn, ki:n, kən, dɨ:n, dʉ̀ʉm; AN: inum, inom, nim, minom, mim, -inim",4
drink,DRINK,2,0,k/g/ɣ/h,h/g/k,onset (initial C),"TK: kin, kɨn, kəm, ɣəm, haŋ, hop; AN: haruk, k'inuŋ, k'ɛnuŋ, ginuŋ, hino",3
drink,DRINK,2,0,d/ɗ/ʔd,d/ʔ/Ø,"onset (initial C, alternates with zero)","TK: dʉ̀ʉm, dɨ:n, ɗɐt, ʔdət, ʔdɔt; AN: dom, inem, -nim",2
drink,DRINK,2,0,Vn (nasal coda),Vm (nasal coda),coda,"TK: kin, kən, dɨ:n, dʉ̀ʉm, ɣəm; AN: inum, inom, -inim, minom, mim",4
drink,DRINK,2,0,su/sɜ/śu,inin/min/mim,"CV(CV), initial and medial","TK: su:k, sɜt, śut; AN: minom, mim, inum, minum",2
earthquake,EARTHQUAKE,2,0,na:m / nam,namu / nami / namʷi,onset+CVC structure,"TK: na:m.⁶_toŋ.⁴, na:m.⁶_sɨan.²; AN: namue, nami, namʷi",4
earthquake,EARTHQUAKE,2,0,san / sen,nunu / nun,"second element, medial position","TK: phɛn.²_lin.³_san.², ʔiŋ.⁶_san.⁵; AN: nun, nunuɣe, nununui",2
earthquake,EARTHQUAKE,2,0,ti,tin / kin,"onset, CVC-initial","TK: ti.⁶_ji:p.⁸, ti.⁴_cən.⁴; AN: delkin, anunu (possible variation)",2
earthquake,EARTHQUAKE,2,0,din,"tàn(y), dan, nuku",coda (nasal),"TK: phɛn.¹_din.²_waj.¹, phàendinwǎy; AN: horohorontàny, lueluenuku",1
earthquake,EARTHQUAKE,2,0,phɛn / pɛn / phɛ:n,vulu / lulu,"initial syllable, CVC","TK: phɛn.¹_din.²_waj.¹, phɛn.⁵_din.¹_vai.¹; AN: vuluɣe, vuluhe, lululu",2
earthsoil,EARTH (SOIL),2,0,n-am,tan-/tana-/tane-,CVC root or initial CV (onset + nucleus),"TK: nam, na:m, naːm (various Tai, Kam-Sui); AN: tana, tane, tany (western MP)",3
earthsoil,EARTH (SOIL),2,0,d-in/din,d-a(g)-/dar-/dara-/daga-,Onset + nucleus (initial CV),"TK: din (Tai, Thai); AN: daraq, darəq̂, daga, dalah, duta",4
earthsoil,EARTH (SOIL),2,0,kʰɔm/hum,gabun/lupâ,labial coda/nucleus,"TK: khəm, kʰum, hum (Kam-Sui); AN: gabun, lupâ (western MP)",2
earthsoil,EARTH (SOIL),2,0,v/f/ŋ (onset),"r/g (onset in 'ragaq', 'gabun')","initial C, especially in Hlai and AN","TK: van, fan, ɣaŋ (Hlai); AN: ragaq, gabun, raraq",2
earthsoil,EARTH (SOIL),2,0,l/n/ŋ (nasal-final or lateral),l/r/n (liquid/nasal root medial and finals),coda/root medial,"TK: lin, li:n, ljuŋ (Tai/Kra); AN: lariŋ, lutá, raraʡ, lusaʔ",2
eight,EIGHT,2,0,p,w,onset,"TK pa:t, pet, pɛ:t ~ AN walu, wal, waluʔ, walú, walo",2
eight,EIGHT,2,0,t,t,coda (TK)/coda or penultimate (AN Formosan),"TK pa:t, pet, pɛ:t ~ AN maspat, naspat, msəpac (Formosan only; not in walu-type)",3
eight,EIGHT,2,0,a/e/ɛ,a,vowel nucleus,"TK pa:t, pɛ:t, pet ~ AN walú, walo, wal, maspat",4
eight,EIGHT,2,0,pa,wa,CV onset-nucleus,"TK pa:t, pet ~ AN walu, wal, walo",2
eight,EIGHT,2,0,pet/pɛt,pat/pac,whole CVC skeleton,"TK pet, pɛ:t ~ AN naspat, maspat, msəpac",3
empty,EMPTY,2,0,ŋ (coda),u (final),final position (coda/nucleus),"TK: khuŋ, hoŋ, khɔŋ, kɔŋ, wa:ŋ, waaŋ; AN: gwau, gwa!u, gɔu, pwa!u",4
empty,EMPTY,2,0,kh- (onset),k- (onset),word-initial/onset,"TK: khuŋ, khɔŋ, kam_sui forms; AN: kuka(o), kakomba, kɔba, kumil, kukumba",3
empty,EMPTY,2,0,h- (onset),gw-/bw-/pwa- (onset),"onset-like, possible lenition or rounding","TK: hoŋ, hɔŋ; AN: gwau, gwa!u, bwaɣuru, pwa!u, puala, pwala",2
empty,EMPTY,2,0,pau-/pjau- (onset + nucleus),"pau-, pwa-, pol-, pwa!-",onset and vowel template,"TK: pau, pjau, peu, paw (Tai); AN: paupa!u, pwa!u, pwala, polpolo",3
empty,EMPTY,2,0,wa- (onset),gw-/pwa- (onset),onset (possibly with labialization),"TK: wa:ŋ, waaŋ; AN: gwau, gwa!u, pwa!u",2
empty,EMPTY,2,0,aŋ (coda/syllable),a (final),syllable ending position,"TK: waaŋ, wa:ŋ; AN: kɔba, kakomba, bwaraŋa, pwa!u (u~a?)",2
empty,EMPTY,2,0,pj- / p- (onset),"pw-, b-, f- (onset)",initial cluster or simple onset,"TK: pjɔu, pju, peu, pau; AN: pwa!u, pwala, bwaraŋa, fòana, finie",2
fall,FALL,2,0,t,t,onset,"TK: tok, tɔk, tuk, thok; AN: maʔtik, matapiway, ma-terak, mutaniʔ",4
fall,FALL,2,0,k,k/g,coda (final),"TK: tok, tɔk, tuk; AN: mahúlog, mahulog, maghúlog, kaʔuug",3
fall,FALL,2,0,pl-,bl-/lb-,onset cluster,"TK: pla; AN: milabuʔ, makəLu (for initial liquid alternation)",2
fall,FALL,2,0,l,l,medial/onset; initial/post-initial,"TK: lon, lən, lian; AN: hulug, mahulog, milabuʔ, makəLu",3
fall,FALL,2,0,ŋ,ŋ/ny,"coda/final, but also medial","TK: luŋ, taŋ; AN: manegny, mutaniʔ",2
fall,FALL,2,0,j,c/ci,onset,"TK: tjo; AN: mətúciŋ, ciŋ (both sides show palatal presence)",2
far,FAR,2,0,k,l/r,onset (before -aj/-ai/-i),"TK: k.l.a.j, klay, klaj; AN: lajo, rayi, rayoʔ, lavitsa, law",3
far,FAR,2,0,di,dayu/dawi,full form match,"TK: ⁿdi¹, ʔdi¹; AN: ʔadayyu, ʔadawwi, ʔada'yu",4
far,FAR,2,0,j/ɕ/c,j/y,"onset or internal glide (CjV, -jV-)","TK: cjei, kjɛi, cjɛi, kjɐi³⁵³; AN: lajo, rayi, mlayyu, arayi",2
far,FAR,2,0,aːi/ai/ei,ayu/awi/ay,nucleus/rime,"TK: kaːi, kei, cei, cɛ̈i; AN: laju, dayu, awi, layu",3
far,FAR,2,0,l,l,"onset, especially before -aj/-ay","TK: ljaːi, klay; AN: lajo, law, lavitsa",2
fast,FAST,2,0,"w/v (waj, wɐi, vai, waːi, rew, reu, wɣi, ʋɐi)","v/f (væve, va!eto!a, fafra, frafrā)","onset, sometimes reduplicated or intervocalic","TK: waj, wɐi, vai, waːi, rew, wɣi, ʋɐi; AN: væve, va!eto!a, fafra, frafrā",4
fast,FAST,2,0,"r (ɹeu, ɹiu, ɹou, rew, reu, ðou, ðiu, lju)","r/l (rereɣe, lauleu, rawahia, lomono, luave)","onset or medial, especially in (re) shapes","TK: ɹiu, ɹou, reu, ðou; AN: rereɣe, lauleu, rawahia, luave",4
fast,FAST,2,0,"h (hoi, ha:u, hui, hwa:i, həi, xan)","h (nhari, maharuharu, holapa)",onset,"TK: hoi, ha:u, hui, hwa:i, həi; AN: nhari, maharuharu, holapa",3
fast,FAST,2,0,"i, ai, iu (waːi, waj, wɜi, khwa:i, kha:i, khui, lju, ɹiu, ðiu)","e, ai, i (rereɣe, lauleu, nainali, saisami, sisiŋgara)",nucleus in disyllables (CVi ~ CVe/CVi),"TK: waːi, waj, wɐi, khwa:i, lju, ɹiu; AN: rereɣe, lauleu, saisami, sisiŋgara, nainali",3
fast,FAST,2,0,"k/x (khui, khuai, kha:i, khwa:i, khɛ:t, xan)","k/č (kasiana, katsiena, čaku, taksəv, kasiana)",onset in non-vocalic roots,"TK: khuai, khui, kha:i, khwa:i, khɛ:t, xan; AN: kasiana, katsiena, čaku, taksəv",2
father,FATHER,2,0,p/pʰ,m,onset (TK CVC/VC+CV ~ AN CVCV with nasal),"TK pa, pɔ, phɔ; AN ama, mama, tama",3
father,FATHER,2,0,a (nucleus),a (nucleus),main vowel in core syllable,"TK pa, pɔ; AN ama, tama, mama",5
father,FATHER,2,0,ʔ (onset/preposed),ʔ (onset/preposed),optional glottal onset prefix,"TK ʔai+pa, ʔɛi+pa, ʔu:, ʔɜi+pɔ; AN ʔamaʔ, ʔamɨy, ʔabay, ʔama, ʔamoy",4
father,FATHER,2,0,pa/pɔ,pa,CVC full root-to-root,"TK pa, pa+te, pa+phɔ; AN apáng, abáʔ, tapu",2
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,m,m,initial/new onset in CVC,"man (TK) ↔ sima, ima, mafen (AN); na:m, nam (TK) ↔ sima, simá', ʃima (AN)",4
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,n,n,"C-initial, intervocalic, or coda","nam, na:m, n̪aam (TK) ↔ vondrake (AN), simani, bani (within complex forms)",2
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,k/kh,k/q,initial onset,"khai/khaj/ka:u/khui (TK) ↔ tabaq, tabak, qnuʔ, taba (AN)",3
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,l,l,initial or cluster,"la:u/lau/lei (TK) ↔ ʔaləf, l.e.m.a.k (AN)",2
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,z/j,ʃ,initial,"ziw (TK), ju (TK) ↔ ʃimaa (AN)",1
fatorganicsubstance,FAT (ORGANIC SUBSTANCE),2,0,w/u:i,v/vo,medial or final/initial,"gu:i/hu:i/xui (TK) ↔ vondrake, avo (AN)",2
feather,FEATHER,2,0,n,ŋ,coda/final nasal,"TK: 'pun', 'khon', 'xon', 'hun', 'tsən'; AN: 'apúŋu', 'ropŋu' (Formosan); final nasals in both",3
feather,FEATHER,2,0,k/p/x,b/p,onset,"TK: 'pun', 'khon', 'xon', 'pjən'; AN: 'banus', 'barhibo', 'bagwís', 'bulu', 'bobow'",2
feather,FEATHER,2,0,u,u,nucleus/vowel,"TK: 'pun', 'hun', 'mui', 'hun'; AN: 'humul', 'gumul', 'bulu', 'kum', 'vuru'",4
feather,FEATHER,2,0,ts/c/s,b/p,onset,"TK: 'tsən', 'cən', 'sən'; AN: 'banuh', 'bulu', 'paliʔ'",2
fence,FENCE,2,0,k,k,onset,"TK: kaŋ, ka.ta.ji, ko:p; AN: kana, kāua, l'αwaŋ",5
fence,FENCE,2,0,p,p,onset,"TK: pha, pja:u; AN: pagar, pā_lāʔau, pa- in taiepa",4
fence,FENCE,2,0,w,w,onset/medial,"TK: wai, lua/rua alternations; AN: l'αwaŋ, kāua, ʔaua",4
fence,FENCE,2,0,m,n,coda/onset,"TK: hum, kaŋ, ćham; AN: kana, pagar (nasal), n'ihα",3
fence,FENCE,2,0,h,ʔ/h,onset,"TK: hja:k, ho:, hua; AN: ʔaua, n'ihα, pā_lāʔau",3
fence,FENCE,2,0,l/r,l/r,liquid in onset/medial,"TK: lua/rua, la:n, rua; AN: pagar, kāua, l'αwaŋ, pā_lāʔau",4
fence,FENCE,2,0,a,a,vowel nucleus,"TK: kaŋ, la:n, ta, pa, lua; AN: pagar, kāua, kana, l'αwaŋ",5
fish,FISH,2,0,p,p/b,"onset, initial position","TK: paa, pa:, pla:, pja; AN: paʔit, paʔillɨng, ba'ət, baute",4
fish,FISH,2,0,m,b,"onset, initial position (potential nasal-voiced stop)","TK: mam, mom, məm, ma; AN: ba'ət, baute, butiŋ",3
fish,FISH,2,0,a,a,nucleus vowel,"TK: pa:, pa, pla, mam; AN: ba'ət, baute, paʔit, sira, laoka",5
fish,FISH,2,0,pl,bl/pis/fl,complex onset,"TK: pla:, phla, plaa; AN: piskaw, fia, fiagne, vily",2
fish,FISH,2,0,j,y/i,medial or onset glide/vowel,"TK: pja, pia, mjai; AN: ijana, ine, fia, vily",2
flow,FLOW,2,0,l,l,onset,"TK: lui, loi, liu, lou, laj, lǎy, lɔi, lei; AN: lui, luli, ilig, ilog, lulo, loɖo",5
flow,FLOW,2,0,ui/iu,ui/uli/uli,nucleus (main vowel/glide),"TK: lui, liu, ɹiu, liuʔ; AN: lui, luli, mthului, qluli, mqluiʔ",4
flow,FLOW,2,0,lo,lo/lulo/loɖo,"CVC skeleton (onset+lateral, vowel nucleus)","TK: loi, lou, lɔi, lou, ɹou; AN: loɖo, lulo, moloðo, mwaloɖo",4
flow,FLOW,2,0,ɹ/l,l,onset (liquid),"TK: ɹiu, ɹou, lou, lui, loi, laj; AN: luli, loɖo, lulo, ilig",3
flyinsect,FLY (INSECT),2,0,l,l,onset,"TK: ljan, ljaːn, lian, lien; AN: laŋa, laŋo, lalat, làlitra",5
